lsoa21cd,cluster,lnc_grp,total_activity,log_total_activity,direction_balance,post_midnight_share,deep_night_share,post_midnight_persistence,weekend_ratio,volume_band,tot_boardings,tot_alightings,imd_score,imd_decile,income_score,employment_score,population_2022,n_source_lsoa11,imd_decile_int,distance_to_centre_km
E01002244,1,4,119.17771,4.788971563973031,-0.2817888512877114,0.1362961245018049,0.1161219660958412,0.2053830247638661,0.6119871306336602,low,42.79738,76.38033,16.388,6,0.205,0.111,1845,1,6,21.84422798400502
E01002245,1,4,643.8152699999999,6.468963872673797,-0.0008413127573068,0.1672530072174274,0.129733580255094,0.2760506346611437,0.5176193980021497,medium,321.6368099999999,322.17846,16.914,6,0.226,0.106,1697,1,6,22.1971049968726
E01002246,1,5,864.9974,6.763881906248459,-0.1849174113124501,0.1203903503062552,0.0814020134626994,0.1940490526199042,0.7209291657395575,medium,352.5221599999998,512.4752399999999,15.289,6,0.187,0.096,1827,1,6,21.30417268191191
E01002247,1,4,298.8797,5.703381394234201,-0.1020160285225125,0.118272067323408,0.0880540230734974,0.1989654103953712,0.7999997825212314,low,134.19458999999998,164.68510999999998,25.879,4,0.368,0.159,2514,1,4,21.721213298355366
E01002248,1,5,1852.05934,7.524593249517888,-0.1193443618280611,0.1384622859870137,0.0891352055706811,0.2365122215374428,0.715800017650855,high,815.5132500000003,1036.54609,25.886,4,0.315,0.192,1809,1,4,21.635234694636342
E01002250,0,6,142.87770999999998,4.968963702659616,-0.1346657221759783,0.1591788530205306,0.1111918717062304,0.2500627270350332,0.456838767806574,low,61.81849,81.05921999999995,20.121,5,0.24,0.135,1870,1,5,20.748622998724947
E01002251,1,6,544.56929,6.301829818288208,-0.2027451639808775,0.1668862744720694,0.1266737424726979,0.2703625710563005,0.6905760916128039,medium,217.08025,327.48904,24.559,4,0.327,0.16,1590,1,4,21.09528760776969
E01002253,2,7,302.07466,5.713979177797488,-0.3587809053563116,0.0949947274624094,0.0660638002538842,0.1328152879095529,0.5907351875774158,low,96.84802000000002,205.22664,1.972,10,0.02,0.033,1611,1,10,27.388325654614075
E01002254,2,6,332.48054,5.809584512828615,-0.175178312691624,0.0864657221742962,0.067990746165174,0.1371556702403678,0.6904074539550299,low,137.11858,195.36196,2.8,10,0.039,0.038,1604,1,10,27.72757559164311
E01002257,0,6,252.40244,5.534978896885668,-0.5149136434655703,0.3186426010778659,0.3098535022086157,0.6056143264616214,0.7525403645095424,low,61.21849,191.18395000000004,2.725,10,0.033,0.031,1744,1,10,26.998507820364495
E01002258,1,6,859.83324,6.757900803903606,-0.5143665299564367,0.1041404726339726,0.080159927290087,0.1581580945440679,0.6015934847223167,medium,208.7819,651.05134,17.245,6,0.223,0.125,1854,1,6,28.18851556785958
E01002259,2,7,137.49205,4.930812923257888,-0.1439333401458485,0.221415565481786,0.2014401559944738,0.3763875970506565,0.7026584399489728,low,58.85118000000001,78.64086999999999,7.528,9,0.105,0.058,1504,1,9,28.70601535708216
E01002260,2,7,55.91926,4.041633772434401,0.4438960744473372,0.1641368287062453,0.1474148620707784,0.2569240859350004,0.6325970275010836,low,40.3708,15.54846,12.0,7,0.188,0.093,1842,1,7,22.090576139179806
E01002261,1,5,1217.41596,7.1053069006415805,-0.0200360934975749,0.1525886353584521,0.1268585553946573,0.2341687026585867,0.6618075075295572,high,596.51185,620.9041100000002,13.462,7,0.164,0.087,1831,1,7,22.866495212762644
E01002262,1,6,253.24374,5.538293413189962,0.0544145336030813,0.0660851873377008,0.0406528903735192,0.0944518992125387,0.9321649406178352,low,133.51193999999998,119.73179999999998,13.754,7,0.192,0.098,1792,1,7,22.767182725374138
E01002263,1,7,374.16763,5.927372939423048,-0.4250652307897398,0.0764595804292316,0.0646948267545217,0.1084046935264603,0.6662670614821163,medium,107.56099,266.60664,7.48,9,0.107,0.064,1609,1,9,23.32104630943629
E01002265,1,7,280.87399,5.641460127101965,-0.1354425520141611,0.1003072943849304,0.0750651208394198,0.1408398327581006,0.7433326365776209,low,121.41584999999998,159.45814,9.343,8,0.114,0.075,1536,1,8,23.70177282352813
E01002266,1,6,610.86876,6.416517815071384,-0.2646162164193827,0.1212850694803905,0.0799629858302133,0.18702694540195,0.7296913604701386,medium,224.61149,386.25727000000006,12.167,7,0.144,0.087,1559,1,7,22.303367964398753
E01002268,2,7,76.39304,4.348896854071793,0.1431004709329541,0.0913431380659808,0.0880564512159746,0.1321250052306731,0.6670446667463099,low,43.66246,32.73058,11.429,7,0.145,0.083,1540,1,7,26.442456627118442
E01002269,2,7,197.05164,5.288527804770828,-0.4368067172645709,0.0771995604806943,0.0544784098219126,0.1155503626942847,0.5868462636902605,low,55.48908,141.56256000000002,10.792,8,0.11,0.076,1859,1,8,26.70005407200041
E01002270,2,6,107.31748,4.685066544491572,-0.4423385640438073,0.0821511090271594,0.0386088081829726,0.13601352814888,0.5963870684585776,low,29.92341,77.39407000000001,5.098,10,0.089,0.049,1776,1,10,25.38319536126958
E01002271,2,7,45.2417,3.8338819883941992,-0.4911641251323447,0.0641881273250121,0.043142499066127,0.0947966900580633,0.6486892384253088,low,11.5103,33.73140000000001,3.395,10,0.04,0.04,1604,1,10,25.920857096173332
E01002272,1,6,315.57315,5.757554336522708,-0.0340315074333795,0.0481718422495703,0.0250647433091186,0.0703836493050849,0.7647748978054288,low,152.41685999999996,163.15629,7.681,9,0.125,0.071,1372,1,9,24.321424529956943
E01002273,2,7,160.14571,5.082308986746688,-0.0065402313930232,0.0491492404011321,0.0440116691230754,0.0794785041072436,0.6463243697409217,low,79.54916,80.59655,9.293,8,0.077,0.085,1307,1,8,26.302940209625522
E01002274,2,5,277.35988,5.628914808880134,-0.0469016643647236,0.0735620090403846,0.0506361626634681,0.105450924592057,0.7284667438636874,low,132.17562,145.18426000000002,7.718,9,0.098,0.07,1646,1,9,24.733520829878202
E01002276,1,7,350.56733,5.862401243405132,-0.470716509721542,0.0822313362742615,0.0535007640329747,0.1216810782500521,0.6371800134281492,medium,92.77475,257.79258,28.811,3,0.314,0.184,2088,1,3,27.56068597607774
E01002277,1,7,618.0398299999999,6.428169616333401,-0.4778534257250055,0.1544271183946186,0.1012863038293179,0.2506781476681222,0.7439883908340309,medium,161.35369,456.68614,30.556,3,0.294,0.186,1604,1,3,28.402853976083485
E01002278,1,6,505.90831,6.228330139109956,-0.3173721143264083,0.1729512606740933,0.1248705719026437,0.286177050837334,0.6374250118956649,medium,172.67355999999998,333.23474999999985,31.835,3,0.368,0.181,1739,1,3,26.88403442662411
E01002279,1,7,455.36759,6.123298603196491,-0.132708807844669,0.1657439213010307,0.1484516497979138,0.2611930081744793,0.585340195663059,medium,197.46814999999995,257.89944,26.461,4,0.28,0.157,1765,1,4,27.56387779034594
E01002281,1,5,683.19071,6.528236694550126,-0.0867817274623069,0.1284468139211085,0.1092387365747406,0.1993219611679365,0.6640624334429053,medium,311.95112000000006,371.2395900000001,34.307,2,0.386,0.201,2469,1,2,27.13888594058609
E01002282,1,5,2377.78899,7.774346809437668,-0.3003413225493991,0.1195056084434136,0.0833436864387197,0.183730483408839,0.6269648252070316,high,831.8203499999998,1545.96864,47.847,1,0.466,0.261,2007,1,1,26.448113241673585
E01002283,2,5,155.28653,5.05169105329142,-0.173905553817192,0.1320718545259527,0.0888525231389998,0.2145881361282587,0.7207989513268556,low,64.14067,91.14586,26.379,4,0.28,0.164,1713,1,4,27.442479716793272
E01002284,1,5,360.90386,5.891378596442631,-0.6436706994488781,0.0445852255500952,0.0226448672507963,0.0637645106447158,0.5669161846231855,medium,64.30031000000001,296.60355000000004,26.779,3,0.31,0.155,2138,1,3,26.34096380257423
E01002285,0,6,89.69236000000001,4.507473119835634,0.0392628759015818,0.1230395766149981,0.106768068094094,0.1681160634580171,0.7804670033948828,low,46.60697,43.08539,3.853,10,0.072,0.055,1525,1,10,24.36036674229609
E01002287,1,6,1510.91968,7.32113543363535,0.2094191532404952,0.0954050979069913,0.0376312723651862,0.1530320767095081,0.6291980842939539,high,913.6676,597.2520800000001,7.607,9,0.113,0.071,1623,1,9,23.321720493993656
E01002288,1,6,259.4551,5.562430485493055,-0.3114944358388021,0.1298667861992306,0.1118413166671227,0.1981107436622918,0.741727681382721,low,89.31814,170.13695999999993,4.903,10,0.116,0.061,1589,1,10,24.018274101503504
E01002291,1,6,1211.68337,7.100590844366773,0.1013068207744734,0.0770779085628616,0.0631449369483382,0.1105395327935692,0.5978979310777753,high,667.2175800000001,544.4657900000001,12.003,7,0.139,0.092,1451,1,7,24.283549755062722
E01002292,2,7,192.07033,5.263054526670898,-0.2567908848805538,0.0991758071119053,0.0897648272900869,0.1448663619479064,0.6465517725109565,low,71.37421,120.69612000000002,17.764,5,0.191,0.127,1668,1,5,25.30827173865155
E01002294,2,7,225.29122,5.421822753831149,0.2089159089288965,0.025103064380405,0.0225080675580699,0.0364658360154792,0.999456367646687,low,136.17907,89.11214999999999,10.717,8,0.129,0.076,1551,1,8,27.156885462349905
E01002295,2,6,137.86031,4.933468463786988,-0.1933483973741246,0.0586484246263482,0.0509451922747018,0.0781154231124473,0.7476594898200953,low,55.60262,82.25768999999998,14.71,6,0.187,0.096,2015,1,6,26.071749946303026
E01002296,2,7,177.96801,5.187207074785513,-0.2956974683259087,0.050654272079572,0.0493823580990763,0.0741634111792858,0.672358987621748,low,62.67166,115.29635,14.337,6,0.133,0.091,1726,1,6,28.216206414371634
E01002297,2,5,115.88448,4.761186096618892,0.643127707869078,0.1250444408086398,0.1166641986916626,0.1890581776180437,0.7653006141078403,low,95.20649999999998,20.677980000000005,38.13,2,0.401,0.247,1636,1,2,26.47972653030816
E01002298,2,6,77.20732,4.359363249308592,-0.383279461066645,0.0273341957731469,0.014093223285046,0.0389549859853235,0.5575757019541105,low,23.80767,53.399650000000015,13.484,7,0.161,0.092,1586,1,7,27.325114166396997
E01002299,1,5,555.96623,6.322504609723063,-0.2550060099873332,0.0957130255915004,0.084338467823846,0.1415520596856653,0.6841169895157536,medium,207.09575,348.87048,19.705,5,0.245,0.122,1815,1,5,26.849996156503785
E01002300,1,6,1346.51868,7.206020165395786,0.4646503530125553,0.035369869506749,0.0156268608171109,0.0509775537925522,0.485902500054438,high,986.08953,360.42915,9.022,8,0.154,0.065,2033,1,8,26.67590020461696
E01002301,1,5,355.52556,5.876405934338938,-0.5311009987580078,0.1662562601687485,0.1200047895290566,0.2776079828213583,0.645707020561884,medium,83.35279,272.17277,12.92,7,0.16,0.102,1629,1,7,23.08497451528272
E01002302,1,6,452.90218,6.117881712270891,-0.5287274174745636,0.107045521397137,0.051932936158532,0.176472615943544,0.8060404585105616,medium,106.72019000000002,346.1819899999999,13.288,7,0.168,0.094,1697,1,7,22.62274984770398
E01002303,1,6,568.93944,6.345530109570095,-0.5656938812327723,0.1011654245661014,0.07742980518278,0.1561297465672722,0.5400405209282082,medium,123.54694,445.3924999999999,26.838,3,0.297,0.185,2230,1,3,23.454013499107027
E01002304,2,7,401.77751,5.998384325124748,-0.2164257775404104,0.0689568711797731,0.0540599945477286,0.0899409928325599,0.7013797024478182,medium,157.41125000000002,244.36626,19.513,5,0.135,0.098,1509,1,5,24.789369024174437
E01002305,2,7,183.27193,5.216412547053249,-0.6254753251084332,0.0878214137866066,0.0711399721714067,0.1302390104968344,0.630620067045613,low,34.31993,148.95200000000003,18.11,5,0.215,0.122,1719,1,5,22.93372080596465
E01002306,1,6,560.10958,6.329916216216592,-0.5076500566192779,0.157082440903796,0.1065319754038129,0.2531660801791465,0.6379296697947515,medium,137.88495999999995,422.2246199999999,33.609,2,0.372,0.197,1839,1,2,23.473582108497048
E01002307,1,5,294.23756,5.687780320404891,-0.5507737353450048,0.1415595616004972,0.090586259619608,0.2210558315353457,0.5860509069176081,low,66.08962,228.14794,20.8,5,0.28,0.14,1865,1,5,23.215960004217255
E01002308,2,5,182.11545,5.210116828240816,-0.4475267200009664,0.1037154727948672,0.0832585044267249,0.1542078236496807,0.7485799550604197,low,50.30696,131.80849,22.791,4,0.276,0.152,1909,1,4,22.245692544738063
E01002309,2,5,15.48047,2.8021760434921306,0.66166660314577,0.1497293040844367,0.1467319790678189,0.1944739032379315,0.5464174808601994,low,12.86169,2.61878,23.847,4,0.298,0.134,1771,1,4,25.246346428627156
E01002310,1,3,1769.13701,7.478812229351786,-0.2566543842751896,0.1456256912515781,0.1064925095880505,0.2459796598784724,0.656411256708725,high,657.54012,1111.59689,38.001,2,0.332,0.222,1957,1,2,25.627787000175044
E01002311,2,7,30.81343,3.459888527675191,-0.5838437979802963,0.0745356813571225,0.0707555114766515,0.1000362825895402,0.5574083784366236,low,6.411600000000001,24.401830000000004,24.804,4,0.305,0.15,1915,1,4,24.918021026193873
E01002312,2,7,97.12769,4.586269589739554,-0.2086468853526733,0.1002927177615363,0.0904222060670855,0.1452997228160032,0.6144743750854837,low,38.43115,58.69654,24.991,4,0.263,0.145,1695,1,4,26.475142779006475
E01002313,2,5,352.11227,5.866786051693382,-0.2170658523203408,0.162469118159387,0.1503893062289479,0.2703550026930411,0.5603833388594214,medium,137.84035999999998,214.27191000000005,26.684,3,0.28,0.166,2223,1,3,25.70206018476529
E01002314,1,5,595.82754,6.391628193937453,-0.2076524693705833,0.1786498656977151,0.1578805504693522,0.278182205963034,0.5250653186573979,medium,236.05124,359.77629999999994,38.066,2,0.433,0.204,1898,1,2,25.880560226554902
E01002315,1,5,925.19719,6.831087160140084,-0.5612558442811527,0.1314841217794879,0.0881793426112762,0.2160289953871072,0.7208874015095714,medium,202.96243,722.2347600000002,24.472,4,0.292,0.154,1688,1,4,25.50564322195298
E01002316,1,3,348.45853,5.856384899412032,0.4992508864684701,0.2218648227667148,0.2025477464994184,0.3869900909195845,0.8484766514729247,medium,261.21338000000003,87.24515,44.868,2,0.471,0.256,2150,1,2,25.862818685107733
E01002317,2,6,84.78601,4.451855939586178,0.1633827325993993,0.1334272010205457,0.1317292793940887,0.1761020426589123,0.6009877541649656,low,49.31929000000001,35.466719999999995,3.054,10,0.059,0.046,1518,1,10,23.90145999597584
E01002319,1,5,1267.25522,7.145397392346076,-0.0947735689737383,0.117971540097503,0.0789549322195729,0.1859149743331717,0.7550059353687827,high,573.57646,693.6787599999998,23.542,4,0.291,0.162,1872,1,4,22.995246891380866
E01002320,0,4,283.03384,5.649093385992399,-0.4591374656825487,0.104932858911853,0.0750172488208477,0.168992847681878,0.7525168596049565,low,76.54119999999999,206.49264,6.256,9,0.12,0.065,1510,1,9,23.47569241616732
E01002321,1,6,813.85442,6.703009471518509,-0.1346259691014519,0.1123640269718016,0.0759896591825353,0.1782369869625262,0.7187448270826347,medium,352.1442399999999,461.7101799999999,8.295,9,0.1,0.076,1739,1,9,23.750660828946874
E01002322,1,7,320.98793,5.774514060369798,-0.3041459845546217,0.0792243808045991,0.0571524293763943,0.1079013803616294,0.6684193494607962,low,111.68036999999998,209.30756,6.67,9,0.125,0.066,1954,1,9,22.683670474991903
E01002323,2,5,36.52692,3.6250585421000032,-0.3339586255835421,0.1567898415743785,0.1458078042167256,0.2614916996401153,0.9493003649545256,low,12.164219999999998,24.3627,6.859,9,0.102,0.069,1770,1,9,22.592993690260297
E01002325,1,5,597.27912,6.394057400906846,-0.3475927636646665,0.1298903266533074,0.0998515735825488,0.2011469565200256,0.5929223621049912,medium,194.83461000000003,402.44451000000015,26.217,4,0.329,0.166,2216,1,4,21.688938223479532
E01002326,1,6,2163.72396,7.680048131152892,-0.113157327148145,0.1179847728820269,0.0886742734040806,0.1853188524544763,0.7077973016487163,high,959.4413700000002,1204.2825899999996,23.335,4,0.273,0.143,1749,1,4,22.316069526390724
E01002327,2,6,263.57482,5.578124084643168,-0.827339500791464,0.0692207244986452,0.0139257611937285,0.0996914483002281,0.6607041902341632,low,22.75448,240.82034,13.04,7,0.173,0.103,1526,1,7,22.429940522787067
E01002328,2,5,75.29708,4.334634667571203,-0.6478527454185474,0.0212945840662081,0.0099403589090041,0.0304315016963538,0.484977013695505,low,13.257829999999998,62.03925,8.319,9,0.132,0.07,1819,1,9,22.223955287727982
E01002329,1,5,971.21283,6.879574741397349,-0.4170584628705945,0.1124187578947036,0.0716938531382457,0.1691319525394375,0.635386386102119,medium,283.08015000000006,688.13268,12.75,7,0.168,0.1,1819,1,7,21.906582543855997
E01002331,2,5,93.30662,4.546551388660027,0.0121318294457563,0.0909005170265518,0.0791260041356122,0.1274739002704245,0.4876371003423142,low,47.2193,46.08732,12.845,7,0.182,0.083,1674,1,7,21.957934278482092
E01002332,2,3,153.91979999999998,5.04290756365682,-0.6323121521727549,0.0590996739860628,0.0468359496309116,0.0824568200342858,0.7820718281008654,low,28.29722,125.62257999999996,14.681,6,0.199,0.118,1766,1,6,22.901033941457946
E01002333,2,7,106.58306,4.678263200389265,0.8749101405045042,0.2590204297005546,0.2590204297005546,0.4425174480381786,0.7826981764738873,low,99.91683,6.66623,5.466,9,0.096,0.057,1310,1,9,23.427968230113283
E01002334,2,7,135.03028,4.912877508012698,0.2100524415708832,0.1371344264412397,0.1137025710085175,0.2099337875230583,0.7487324046820477,low,81.69686,53.33342,7.78,9,0.112,0.068,1747,1,9,23.92770967291757
E01002335,1,6,340.94707,5.834655959003228,0.6266793552442026,0.2533773937403245,0.2410150349730238,0.4136455076001632,0.7203839845301444,low,277.30578,63.64129,19.774,5,0.241,0.143,1503,1,5,22.614494488371378
E01002336,2,6,266.10411,5.587638507492849,-0.5606312882578176,0.0624381938332331,0.0400279048677602,0.089108894429966,0.4987740528739288,low,58.45891,207.6452,11.886,7,0.15,0.081,1652,1,7,23.092777776809218
E01002337,1,7,440.43282,6.090025845385631,-0.13629038816862,0.1095946255776306,0.0810187351614713,0.1591491138220651,0.6556353781325055,medium,190.20303,250.22979,10.814,8,0.165,0.079,1387,1,8,24.352447441570057
E01002338,1,6,812.77183,6.701680019583848,-0.5457375534287403,0.0894239530914844,0.0552301621969353,0.1347442660438629,0.64621162236817,medium,184.60586,628.1659699999999,13.281,7,0.153,0.092,1433,1,7,22.686044763546363
E01002339,2,7,45.07525,3.830275929477141,0.0013029323187337,0.1314668249205495,0.1079856462249238,0.1822520533688288,0.4013254559691709,low,22.56699,22.50826,4.206,10,0.07,0.061,1635,1,10,23.29490177871527
E01002340,1,3,415.05859,6.030826091690206,-0.0787648558243307,0.1326220474078129,0.1207556504251604,0.2182216837568118,0.7096802435806376,medium,191.18328,223.87531000000004,7.433,9,0.133,0.071,1486,1,9,22.758083681657606
E01002341,2,6,210.08974,5.352283351115103,0.2000629826092411,0.1638803018176899,0.149712165858266,0.2474275264728481,0.6704984115321286,low,126.06046,84.02928000000001,7.476,9,0.081,0.064,1459,1,9,23.86490589250797
E01002342,1,6,400.75738,5.995848374081759,-0.5670564569515851,0.0998593213679558,0.0556251016512783,0.1616805870949517,0.6485507462361475,medium,86.75266,314.0047200000001,22.975,4,0.272,0.149,1749,1,4,22.787996561129486
E01002344,1,7,450.08158,6.111648210062572,-0.0830932472286468,0.1568663174351636,0.1368944714422661,0.2424653782002515,0.6442291045325175,medium,206.34142,243.74016,20.647,5,0.26,0.125,1982,1,5,23.0702852548227
E01002345,1,5,3708.74805,8.218719242244209,0.0422552052302393,0.0902042968381203,0.0713142538760485,0.1496740856892023,0.6786200545481698,high,1932.7309800000005,1776.0170700000006,30.124,3,0.347,0.171,1999,1,3,22.304214725319344
E01002346,2,6,148.45721,5.007010131125983,-0.3714191449509256,0.0306814333908066,0.0162731065739414,0.0435066209652038,0.7938074385129248,low,46.65868,101.79853,24.833,4,0.319,0.159,1521,1,4,22.52904920957084
E01002347,2,6,34.74909,3.5765248142705897,-0.3002798058884419,0.0403647980421933,0.0403647980421933,0.0571664259327488,0.6537763507837584,low,12.15732,22.59177,13.921,7,0.216,0.087,1487,1,7,23.002140092596875
E01002348,1,7,200.98238,5.308180465873874,-0.2379332954460983,0.1292782979284054,0.094084167975322,0.2099308284906597,0.7486863103278643,low,76.58098999999999,124.40139,11.156,7,0.128,0.079,1518,1,7,24.596793551947854
E01002349,1,7,229.49325,5.440221577843055,-0.4924606279269652,0.1174135186982623,0.0787505950610747,0.1852575840276582,0.576746104246164,low,58.23843,171.25482,16.166,6,0.158,0.115,1532,1,6,23.734586903334257
E01002350,1,2,1091.1563999999998,6.995909369492575,-0.0341291495884549,0.1689185528307399,0.1214911171304132,0.2802240770217061,0.7510732922511166,medium,526.9580799999999,564.19832,29.0,3,0.31,0.156,1769,1,3,22.740891535731436
E01002352,1,6,617.22334,6.426849783757241,-0.3866264033372426,0.0484920741979718,0.0294812895442353,0.0682351772313709,0.5754508254591889,medium,189.29425,427.9290899999999,19.251,5,0.219,0.126,2020,1,5,23.605521155980753
E01002353,1,4,4064.16324,8.310209178617196,-0.0870149743296236,0.1326406318265897,0.0927393457749005,0.2080097974054713,0.7662340212685497,high,1855.26009,2208.90315,18.246,5,0.23,0.123,2061,1,5,23.023324663156945
E01002354,2,5,54.05463,4.008325964990797,0.555010921358633,0.0060202058547066,0.0040074273008621,0.0074998830375932,1.379900799819712,low,42.02777000000001,12.02686,4.438,10,0.065,0.052,1354,1,10,23.93082900267751
E01002356,1,2,23564.58723,10.067542758631472,0.1897783435097327,0.121699336042221,0.0808277633471621,0.2018989211381581,0.7972608244070306,high,14018.317779999998,9546.26945,37.189,2,0.37,0.198,2234,1,2,22.437508307503844
E01002358,2,5,206.70956,5.336140757747706,0.0655871939352975,0.1166114426444524,0.0973355078497578,0.1765127414421193,0.6705231175268642,low,110.13353,96.57603,18.679,5,0.237,0.108,2167,1,5,23.16616953754429
E01002360,1,6,284.82899,5.6553936949212575,-0.2451632117924513,0.0583818030601449,0.0377090126956529,0.0809779809127849,0.7778291658867976,low,107.49969999999998,177.32929,17.759,5,0.203,0.123,1413,1,5,25.113864220970065
E01002361,1,3,4510.68831,8.41442671056125,0.0252043462519803,0.0654854558106232,0.0377604299597459,0.0996939642869019,0.8394737606218686,high,2312.18863,2198.4996800000004,21.169,5,0.218,0.119,1934,1,5,24.604649185767954
E01002362,2,5,350.46151,5.86210020312121,-0.093177907040348,0.0475782062344021,0.0288142911899226,0.0691819194553182,0.6775412871828916,medium,158.90312000000003,191.55839,7.538,9,0.086,0.045,1580,1,9,25.591016063261897
E01002363,1,5,291.07552,5.67701239896626,-0.3111662567844936,0.1311766101113552,0.0897143119421379,0.2023541624732909,0.7282984951381707,low,100.25131999999996,190.8241999999999,18.498,5,0.243,0.125,1462,1,5,23.985536013050112
E01002364,2,4,65.33785,4.194760624190595,-0.050443808604048,0.064578035549073,0.0561071415726106,0.082206756112235,0.6988222385723749,low,31.02098,34.316869999999994,5.732,9,0.082,0.049,1338,1,9,24.41532079533574
E01002365,1,6,404.02752,6.0039550154152845,0.1808861930989255,0.0789625419575379,0.0421770526918562,0.1162767193656167,0.7430693451304475,medium,238.5552600000001,165.47225999999995,14.88,6,0.193,0.102,1352,1,6,23.23350753843644
E01002366,0,5,192.71756,5.266401221957047,-0.0739836058530421,0.1641973362468889,0.1117823409553337,0.2468326595893385,0.6505391339898351,low,89.22981,103.48775,10.743,8,0.129,0.083,1568,1,8,23.660253403125527
E01002367,2,4,347.8209,5.854558609964481,-0.0319341937186637,0.0820339433311799,0.0559389041889087,0.1387364248999449,0.7170500353861053,low,168.35675999999995,179.46414,10.968,8,0.154,0.083,1696,1,8,24.66277892494242
E01002368,0,5,2816.72133,7.943683798285578,-0.2192556939951173,0.1568151365545274,0.1263493893448096,0.3103689206488914,0.7026621941025807,high,1099.56957,1717.1517599999995,32.092,3,0.417,0.178,2887,1,3,20.797447048722372
E01002369,0,5,26.5685,3.3166738165915013,-0.9010971639347348,0.1129149180420422,0.0422921881175075,0.1601319923435046,0.5616808671669143,low,1.3138499999999993,25.25465,18.82,5,0.237,0.122,2100,1,5,21.26636543873096
E01002370,1,5,1566.52835,7.357255358467926,-0.1074359043677696,0.1147930645493903,0.0918030050333911,0.1678540977011701,0.6437576436527762,high,699.1134800000001,867.4148700000002,26.578,4,0.4,0.157,2709,1,4,21.07882866277562
E01002371,1,6,544.75383,6.302168013270751,-0.3878856436860664,0.1024504224229134,0.0585235353003392,0.1557321714909883,0.7145703675095759,medium,166.72582,378.02801000000017,14.867,6,0.177,0.089,1763,1,6,21.71312414331099
E01002372,1,6,466.65825,6.147737794123434,-0.3466045869755865,0.1194266896599385,0.0914769427091452,0.1990549902159142,0.6506842535817173,medium,152.45617999999996,314.20207,10.436,8,0.161,0.076,1695,1,8,22.505814022361992
E01002373,1,5,256.30514,5.550262695769084,0.4658236662752841,0.3072620002860653,0.2939929725950872,0.5859072024788304,0.6040226020726607,low,187.84906999999995,68.45606999999998,14.345,6,0.182,0.1,1750,1,6,22.04199279335311
E01002374,1,7,755.95774,6.629307426251663,-0.4696100340212139,0.1046603213560588,0.0444300497538394,0.176685517506618,0.7214336820247488,medium,200.4762,555.48154,18.953,5,0.244,0.104,1766,1,5,22.693486329090042
E01002375,2,5,511.12721,6.238573051210421,-0.2209856329112277,0.1264954765370444,0.1211418973370641,0.189839944083269,0.6315149020172657,medium,199.08772,312.03949,28.045,3,0.305,0.165,1955,1,3,21.550387118482764
E01002376,0,5,35.45251,3.5960103175378726,0.6680122225478535,0.1162137744266908,0.1085559245311544,0.1445334315582684,0.6836180826677831,low,29.56761,5.884899999999999,3.055,10,0.046,0.038,1409,1,10,24.809396199213825
E01002377,1,5,482.50718,6.181066164834794,-0.1683110705212718,0.0711087449517331,0.0610388844369113,0.1029059378504819,0.6501560351162083,medium,200.64794,281.85923999999994,12.757,7,0.153,0.096,1777,1,7,25.47706976850803
E01002379,1,5,1567.89076,7.358124126344864,0.0029774650881927,0.0663436654222007,0.0500930179600012,0.0981071263373617,0.7411359148014819,high,786.2795500000001,781.6112099999999,11.989,7,0.155,0.079,1684,1,7,24.456927228106558
E01002380,2,5,159.71169,5.079612014341666,0.0738899575854466,0.0739513181533549,0.0532991667673167,0.1088439906701649,0.708764177909798,low,85.75639000000002,73.95529999999998,22.793,4,0.284,0.15,2266,1,4,25.035264869585426
E01002382,2,5,199.9081,5.302847589574568,-0.4723169296291646,0.0275790725838522,0.0092230379859545,0.0399533367566958,0.7063906543815734,low,52.74406,147.16404,9.24,8,0.141,0.083,1803,1,8,24.01967047911891
E01002383,2,6,68.15307,4.236322453365341,-0.2932130570200286,0.1168911393133134,0.0910051447425625,0.1799489234900444,0.6393142155602416,low,24.084849999999992,44.06822000000001,9.69,8,0.123,0.079,1695,1,8,25.19779411040868
E01002384,2,6,196.72807,5.286892702900193,-0.2849696537967358,0.0406132688639704,0.0302275115086525,0.0625061706084239,0.8111271285281083,low,70.33327,126.3948,5.337,10,0.076,0.05,1628,1,10,27.3574123906489
E01002385,2,7,108.27531,4.693870477624787,-0.1094496058242641,0.0470343608344321,0.0319044110794972,0.0647571875676718,0.6171994883854921,low,48.21231,60.063,7.012,9,0.057,0.049,1573,1,9,26.76859251898974
E01002386,1,5,2971.44447,7.997139947145697,0.2775207338806502,0.0605499587209179,0.0421390072283598,0.0920463740072894,0.6485158462898314,high,1898.0409600000005,1073.40351,12.725,7,0.157,0.078,2109,1,7,26.335207637463185
E01002388,2,7,105.97854,4.672628253599246,-0.5942818234710536,0.0374322008965211,0.0020373936081776,0.0507943527884902,0.5500312398009927,low,21.49871,84.47983,1.354,10,0.026,0.039,1582,1,10,26.504660980983882
E01002389,2,7,15.8456,2.8240894951021844,0.7429330539708183,0.1050032816680971,0.1050032816680971,0.1541674619779438,0.4519198074725729,low,13.808909999999996,2.03669,2.642,10,0.036,0.047,1630,1,10,25.78763038377145
E01002390,2,7,21.44028,3.110857558295009,0.6740257123507716,0.0654553018897141,0.0654553018897141,0.0789239554546262,0.4408294461728839,low,17.94579,3.4944899999999994,1.744,10,0.017,0.039,1479,1,10,26.037609754188523
