MSOA11CD,hour,od_origin,od_destination
E02000780,18,1777.0,1499.0
E02000780,19,1133.0,1104.0
E02000780,20,735.0,578.0
E02000780,21,361.0,307.0
E02000780,22,433.0,179.0
E02000780,23,175.0,119.0
E02000781,0,11.0,11.0
E02000781,3,0.0,13.0
E02000781,4,16.0,36.0
E02000781,5,127.0,115.0
E02000781,18,306.0,600.0
E02000781,19,238.0,429.0
E02000781,20,131.0,314.0
E02000781,21,208.0,172.0
E02000781,22,87.0,144.0
E02000781,23,0.0,50.0
E02000782,0,41.0,16.0
E02000782,4,20.0,50.0
E02000782,5,118.0,106.0
E02000782,18,452.0,388.0
E02000782,19,350.0,334.0
E02000782,20,198.0,218.0
E02000782,21,84.0,90.0
E02000782,22,30.0,53.0
E02000782,23,14.0,71.0
E02000783,0,0.0,18.0
E02000783,5,158.0,0.0
E02000783,18,192.0,207.0
E02000783,19,149.0,202.0
E02000783,20,60.0,125.0
E02000783,21,43.0,120.0
E02000783,22,44.0,102.0
E02000783,23,10.0,46.0
E02000784,5,10.0,10.0
E02000784,18,433.0,346.0
E02000784,19,185.0,138.0
E02000784,20,94.0,118.0
E02000784,21,66.0,81.0
E02000784,22,70.0,46.0
E02000784,23,53.0,0.0
E02000785,4,0.0,21.0
E02000785,5,14.0,29.0
E02000785,18,896.0,841.0
E02000785,19,716.0,680.0
E02000785,20,566.0,406.0
E02000785,21,271.0,253.0
E02000785,22,222.0,134.0
E02000785,23,58.0,53.0
E02000786,0,24.0,35.0
E02000786,4,0.0,17.0
E02000786,5,65.0,98.0
E02000786,18,665.0,632.0
E02000786,19,428.0,397.0
E02000786,20,243.0,234.0
E02000786,21,110.0,149.0
E02000786,22,62.0,97.0
E02000786,23,60.0,132.0
E02000787,0,0.0,12.0
E02000787,1,0.0,17.0
E02000787,4,0.0,22.0
E02000787,18,415.0,531.0
E02000787,19,227.0,294.0
E02000787,20,239.0,242.0
E02000787,21,101.0,114.0
E02000787,22,19.0,89.0
E02000787,23,0.0,59.0
E02000788,0,0.0,18.0
E02000788,4,63.0,0.0
E02000788,5,72.0,0.0
E02000788,18,495.0,445.0
E02000788,19,222.0,310.0
E02000788,20,170.0,206.0
E02000788,21,85.0,105.0
E02000788,22,44.0,72.0
E02000788,23,28.0,48.0
E02000789,4,22.0,0.0
E02000789,5,10.0,11.0
E02000789,18,758.0,739.0
E02000789,19,447.0,335.0
E02000789,20,200.0,255.0
E02000789,21,99.0,148.0
E02000789,22,121.0,119.0
E02000789,23,65.0,50.0
E02000790,18,138.0,248.0
E02000790,19,110.0,167.0
E02000790,20,74.0,63.0
E02000790,21,19.0,31.0
E02000790,23,22.0,16.0
E02000791,0,214.0,135.0
E02000791,1,277.0,91.0
E02000791,2,82.0,26.0
E02000791,4,0.0,36.0
E02000791,5,0.0,53.0
E02000791,18,1618.0,1317.0
E02000791,19,1086.0,819.0
E02000791,20,687.0,425.0
E02000791,21,736.0,364.0
E02000791,22,550.0,272.0
E02000791,23,441.0,270.0
E02000792,18,173.0,210.0
E02000792,19,99.0,118.0
E02000792,20,46.0,50.0
E02000792,21,54.0,60.0
E02000792,22,38.0,26.0
E02000792,23,0.0,10.0
E02000793,0,27.0,0.0
E02000793,1,0.0,25.0
E02000793,5,18.0,0.0
E02000793,18,512.0,543.0
E02000793,19,405.0,395.0
E02000793,20,157.0,239.0
E02000793,21,115.0,157.0
E02000793,22,77.0,122.0
E02000793,23,29.0,80.0
E02000794,0,0.0,10.0
E02000794,1,0.0,11.0
E02000794,18,407.0,359.0
E02000794,19,303.0,217.0
E02000794,20,183.0,122.0
E02000794,21,114.0,66.0
E02000794,22,101.0,86.0
E02000794,23,50.0,29.0
E02000795,5,14.0,13.0
E02000795,18,327.0,304.0
E02000795,19,236.0,277.0
E02000795,20,148.0,199.0
E02000795,21,26.0,25.0
E02000795,22,19.0,19.0
E02000795,23,0.0,30.0
E02000796,0,0.0,85.0
E02000796,1,0.0,79.0
E02000796,2,0.0,37.0
E02000796,3,0.0,66.0
E02000796,4,25.0,0.0
E02000796,5,42.0,16.0
E02000796,18,496.0,689.0
E02000796,19,426.0,496.0
E02000796,20,191.0,319.0
E02000796,21,86.0,271.0
E02000796,22,59.0,121.0
E02000796,23,28.0,71.0
E02000797,0,86.0,41.0
E02000797,1,23.0,12.0
E02000797,18,1271.0,1216.0
E02000797,19,874.0,902.0
E02000797,20,630.0,495.0
E02000797,21,514.0,327.0
E02000797,22,306.0,236.0
E02000797,23,261.0,145.0
E02000798,0,11.0,34.0
E02000798,1,10.0,0.0
E02000798,5,22.0,19.0
E02000798,18,643.0,912.0
E02000798,19,555.0,688.0
E02000798,20,272.0,300.0
E02000798,21,194.0,256.0
E02000798,22,135.0,183.0
E02000798,23,112.0,97.0
E02000799,0,0.0,19.0
E02000799,5,33.0,19.0
E02000799,18,410.0,353.0
E02000799,19,278.0,232.0
E02000799,20,131.0,129.0
E02000799,21,119.0,94.0
E02000799,22,48.0,93.0
E02000799,23,13.0,73.0
E02000800,0,0.0,11.0
E02000800,18,130.0,156.0
E02000800,19,42.0,84.0
E02000800,20,66.0,62.0
E02000800,21,16.0,29.0
E02000800,22,15.0,27.0
E02000800,23,0.0,25.0
E02000801,0,16.0,26.0
E02000801,1,10.0,10.0
E02000801,2,12.0,12.0
E02000801,4,11.0,11.0
E02000801,5,13.0,13.0
E02000801,18,386.0,447.0
E02000801,19,292.0,272.0
E02000801,20,140.0,171.0
E02000801,21,78.0,165.0
E02000801,22,55.0,104.0
E02000801,23,24.0,73.0
E02000802,0,16.0,16.0
E02000802,18,413.0,507.0
E02000802,19,291.0,445.0
E02000802,20,258.0,298.0
E02000802,21,67.0,172.0
E02000802,22,69.0,86.0
E02000802,23,58.0,50.0
E02000803,0,17.0,55.0
E02000803,5,0.0,35.0
E02000803,18,537.0,695.0
E02000803,19,344.0,465.0
E02000803,20,222.0,289.0
E02000803,21,115.0,195.0
E02000803,22,44.0,133.0
E02000803,23,24.0,86.0
E02000804,18,750.0,724.0
E02000804,19,492.0,483.0
E02000804,20,327.0,197.0
E02000804,21,205.0,78.0
E02000804,22,209.0,89.0
E02000804,23,98.0,30.0
E02000805,0,10.0,14.0
E02000805,5,0.0,109.0
E02000805,18,317.0,482.0
E02000805,19,285.0,397.0
E02000805,20,175.0,218.0
E02000805,21,100.0,123.0
E02000805,22,38.0,87.0
E02000805,23,13.0,21.0
E02000806,0,50.0,23.0
E02000806,5,19.0,80.0
E02000806,18,533.0,532.0
E02000806,19,472.0,365.0
E02000806,20,255.0,199.0
E02000806,21,141.0,115.0
E02000806,22,107.0,118.0
E02000806,23,76.0,44.0
E02000807,0,0.0,69.0
E02000807,4,61.0,0.0
E02000807,5,76.0,11.0
E02000807,18,254.0,670.0
E02000807,19,183.0,440.0
E02000807,20,126.0,253.0
E02000807,21,65.0,189.0
E02000807,22,28.0,137.0
E02000807,23,12.0,65.0
E02000808,0,125.0,108.0
E02000808,1,54.0,46.0
E02000808,2,42.0,34.0
E02000808,3,65.0,289.0
E02000808,4,350.0,170.0
E02000808,5,87.0,238.0
E02000808,18,2346.0,1560.0
E02000808,19,1230.0,885.0
E02000808,20,997.0,668.0
E02000808,21,707.0,445.0
E02000808,22,578.0,342.0
E02000808,23,310.0,234.0
E02000809,0,187.0,200.0
E02000809,1,41.0,61.0
E02000809,2,24.0,34.0
E02000809,3,28.0,27.0
E02000809,4,37.0,33.0
E02000809,5,87.0,201.0
E02000809,18,2649.0,2110.0
E02000809,19,1386.0,1333.0
E02000809,20,962.0,871.0
E02000809,21,719.0,706.0
E02000809,22,604.0,598.0
E02000809,23,403.0,360.0
E02000810,0,24.0,29.0
E02000810,1,0.0,14.0
E02000810,3,60.0,0.0
E02000810,4,64.0,15.0
E02000810,5,11.0,66.0
E02000810,18,528.0,753.0
E02000810,19,328.0,529.0
E02000810,20,233.0,394.0
E02000810,21,114.0,225.0
E02000810,22,95.0,140.0
E02000810,23,19.0,155.0
E02000812,0,53.0,87.0
E02000812,1,21.0,26.0
E02000812,4,55.0,0.0
E02000812,5,29.0,315.0
E02000812,18,1810.0,1675.0
E02000812,19,1104.0,1017.0
E02000812,20,745.0,750.0
E02000812,21,425.0,496.0
E02000812,22,375.0,478.0
E02000812,23,122.0,209.0
E02000813,0,134.0,66.0
E02000813,1,27.0,0.0
E02000813,4,69.0,15.0
E02000813,5,62.0,43.0
E02000813,18,1703.0,1554.0
E02000813,19,1110.0,894.0
E02000813,20,759.0,596.0
E02000813,21,520.0,456.0
E02000813,22,366.0,274.0
E02000813,23,226.0,150.0
E02000814,0,33.0,161.0
E02000814,1,11.0,22.0
E02000814,2,0.0,22.0
E02000814,4,84.0,0.0
E02000814,5,55.0,17.0
E02000814,18,455.0,773.0
E02000814,19,344.0,493.0
E02000814,20,273.0,377.0
E02000814,21,237.0,238.0
E02000814,22,161.0,172.0
E02000814,23,71.0,146.0
E02000815,0,53.0,54.0
E02000815,1,25.0,49.0
E02000815,2,23.0,25.0
E02000815,3,10.0,21.0
E02000815,4,44.0,63.0
E02000815,5,123.0,124.0
E02000815,18,956.0,735.0
E02000815,19,620.0,525.0
E02000815,20,351.0,466.0
E02000815,21,289.0,396.0
E02000815,22,198.0,274.0
E02000815,23,103.0,120.0
E02000816,0,46.0,0.0
E02000816,3,14.0,12.0
E02000816,4,70.0,0.0
E02000816,5,190.0,0.0
E02000816,18,375.0,501.0
E02000816,19,292.0,309.0
E02000816,20,204.0,256.0
E02000816,21,156.0,160.0
E02000816,22,32.0,105.0
E02000816,23,19.0,110.0
E02000817,0,14.0,14.0
E02000817,1,12.0,39.0
E02000817,2,11.0,26.0
E02000817,3,13.0,23.0
E02000817,4,10.0,10.0
E02000817,5,23.0,0.0
E02000817,18,377.0,369.0
E02000817,19,224.0,202.0
E02000817,20,132.0,216.0
E02000817,21,111.0,123.0
E02000817,22,73.0,105.0
E02000817,23,21.0,21.0
E02000818,0,10.0,10.0
E02000818,2,0.0,23.0
E02000818,3,0.0,34.0
E02000818,4,0.0,21.0
E02000818,5,48.0,14.0
E02000818,18,531.0,633.0
E02000818,19,476.0,413.0
E02000818,20,320.0,274.0
E02000818,21,214.0,172.0
E02000818,22,65.0,108.0
E02000818,23,29.0,25.0
E02000819,0,57.0,15.0
E02000819,1,21.0,0.0
E02000819,2,14.0,0.0
E02000819,3,52.0,11.0
E02000819,4,77.0,30.0
E02000819,5,66.0,44.0
E02000819,18,545.0,583.0
E02000819,19,413.0,425.0
E02000819,20,255.0,345.0
E02000819,21,173.0,218.0
E02000819,22,127.0,92.0
E02000819,23,35.0,80.0
E02000820,0,12.0,29.0
E02000820,1,67.0,15.0
E02000820,2,0.0,10.0
E02000820,3,11.0,10.0
E02000820,5,10.0,26.0
E02000820,18,319.0,345.0
E02000820,19,230.0,304.0
E02000820,20,110.0,224.0
E02000820,21,173.0,203.0
E02000820,22,139.0,107.0
E02000820,23,35.0,75.0
E02000821,0,85.0,172.0
E02000821,1,51.0,142.0
E02000821,2,43.0,111.0
E02000821,3,56.0,126.0
E02000821,4,44.0,103.0
E02000821,5,115.0,232.0
E02000821,18,742.0,768.0
E02000821,19,585.0,563.0
E02000821,20,528.0,437.0
E02000821,21,397.0,369.0
E02000821,22,259.0,256.0
E02000821,23,146.0,238.0
E02000822,3,10.0,22.0
E02000822,4,109.0,0.0
E02000822,5,11.0,23.0
E02000822,18,342.0,244.0
E02000822,19,111.0,155.0
E02000822,20,58.0,58.0
E02000822,21,48.0,31.0
E02000822,22,14.0,61.0
E02000822,23,0.0,36.0
E02000823,0,68.0,66.0
E02000823,1,38.0,38.0
E02000823,2,42.0,42.0
E02000823,3,126.0,51.0
E02000823,4,125.0,37.0
E02000823,5,65.0,26.0
E02000823,18,411.0,461.0
E02000823,19,338.0,335.0
E02000823,20,216.0,269.0
E02000823,21,125.0,226.0
E02000823,22,83.0,176.0
E02000823,23,64.0,98.0
E02000824,0,35.0,46.0
E02000824,1,26.0,15.0
E02000824,2,21.0,21.0
E02000824,3,77.0,40.0
E02000824,4,210.0,20.0
E02000824,5,269.0,57.0
E02000824,18,591.0,873.0
E02000824,19,522.0,786.0
E02000824,20,411.0,562.0
E02000824,21,344.0,467.0
E02000824,22,182.0,298.0
E02000824,23,110.0,95.0
E02000825,0,43.0,33.0
E02000825,3,27.0,0.0
E02000825,4,108.0,0.0
E02000825,5,307.0,18.0
E02000825,18,198.0,397.0
E02000825,19,233.0,281.0
E02000825,20,148.0,289.0
E02000825,21,134.0,199.0
E02000825,22,74.0,121.0
E02000825,23,86.0,84.0
E02000826,0,143.0,38.0
E02000826,1,12.0,12.0
E02000826,3,10.0,22.0
E02000826,4,222.0,10.0
E02000826,5,250.0,0.0
E02000826,18,441.0,502.0
E02000826,19,278.0,324.0
E02000826,20,171.0,312.0
E02000826,21,126.0,249.0
E02000826,22,72.0,142.0
E02000826,23,45.0,60.0
E02000827,0,138.0,126.0
E02000827,1,147.0,66.0
E02000827,2,41.0,39.0
E02000827,3,202.0,63.0
E02000827,4,122.0,158.0
E02000827,5,243.0,292.0
E02000827,18,1355.0,1096.0
E02000827,19,954.0,701.0
E02000827,20,584.0,608.0
E02000827,21,462.0,483.0
E02000827,22,327.0,324.0
E02000827,23,226.0,225.0
E02000828,0,143.0,97.0
E02000828,1,26.0,48.0
E02000828,2,21.0,11.0
E02000828,3,95.0,25.0
E02000828,4,105.0,39.0
E02000828,5,187.0,181.0
E02000828,18,1868.0,1633.0
E02000828,19,1511.0,1053.0
E02000828,20,859.0,672.0
E02000828,21,510.0,470.0
E02000828,22,366.0,389.0
E02000828,23,219.0,237.0
E02000829,0,24.0,44.0
E02000829,1,11.0,21.0
E02000829,2,0.0,11.0
E02000829,3,16.0,38.0
E02000829,4,109.0,21.0
E02000829,5,129.0,35.0
E02000829,18,543.0,724.0
E02000829,19,443.0,526.0
E02000829,20,275.0,327.0
E02000829,21,216.0,258.0
E02000829,22,162.0,208.0
E02000829,23,53.0,72.0
E02000830,1,0.0,17.0
E02000830,2,0.0,18.0
E02000830,3,0.0,10.0
E02000830,4,15.0,0.0
E02000830,5,79.0,0.0
E02000830,18,435.0,514.0
E02000830,19,195.0,305.0
E02000830,20,167.0,215.0
E02000830,21,204.0,121.0
E02000830,22,51.0,85.0
E02000830,23,0.0,53.0
E02000831,0,81.0,91.0
E02000831,1,16.0,16.0
E02000831,3,12.0,12.0
E02000831,5,177.0,85.0
E02000831,18,1192.0,1255.0
E02000831,19,871.0,745.0
E02000831,20,565.0,670.0
E02000831,21,337.0,363.0
E02000831,22,253.0,181.0
E02000831,23,158.0,152.0
E02000832,0,0.0,10.0
E02000832,4,14.0,0.0
E02000832,5,86.0,58.0
E02000832,18,536.0,393.0
E02000832,19,207.0,272.0
E02000832,20,164.0,166.0
E02000832,21,109.0,70.0
E02000832,22,59.0,53.0
E02000832,23,56.0,54.0
E02000833,0,13.0,10.0
E02000833,1,15.0,10.0
E02000833,4,0.0,55.0
E02000833,5,40.0,49.0
E02000833,18,548.0,517.0
E02000833,19,351.0,343.0
E02000833,20,165.0,271.0
E02000833,21,134.0,191.0
E02000833,22,69.0,105.0
E02000833,23,78.0,39.0
E02000834,0,10.0,0.0
E02000834,5,46.0,0.0
E02000834,18,515.0,458.0
E02000834,19,329.0,335.0
E02000834,20,160.0,154.0
E02000834,21,103.0,83.0
E02000834,22,30.0,94.0
E02000834,23,37.0,44.0
E02000835,0,12.0,38.0
E02000835,5,25.0,0.0
E02000835,18,175.0,346.0
E02000835,19,249.0,240.0
E02000835,20,181.0,177.0
E02000835,21,47.0,100.0
E02000835,22,23.0,93.0
E02000835,23,14.0,120.0
E02000836,0,19.0,39.0
E02000836,18,318.0,590.0
E02000836,19,296.0,338.0
E02000836,20,244.0,188.0
E02000836,21,91.0,94.0
E02000836,22,88.0,69.0
E02000836,23,31.0,145.0
E02000837,0,0.0,13.0
E02000837,4,43.0,0.0
E02000837,5,27.0,0.0
E02000837,18,573.0,716.0
E02000837,19,336.0,386.0
E02000837,20,169.0,202.0
E02000837,21,107.0,105.0
E02000837,22,98.0,106.0
E02000837,23,63.0,74.0
E02000838,1,0.0,11.0
E02000838,5,35.0,13.0
E02000838,18,332.0,443.0
E02000838,19,245.0,281.0
E02000838,20,202.0,136.0
E02000838,21,22.0,65.0
E02000838,22,13.0,112.0
E02000838,23,39.0,45.0
E02000839,0,18.0,33.0
E02000839,1,16.0,16.0
E02000839,3,10.0,10.0
E02000839,5,12.0,12.0
E02000839,18,508.0,545.0
E02000839,19,258.0,315.0
E02000839,20,144.0,194.0
E02000839,21,110.0,187.0
E02000839,22,38.0,100.0
E02000839,23,28.0,82.0
E02000840,0,10.0,20.0
E02000840,4,0.0,11.0
E02000840,5,92.0,37.0
E02000840,18,203.0,560.0
E02000840,19,157.0,328.0
E02000840,20,150.0,237.0
E02000840,21,67.0,81.0
E02000840,22,49.0,56.0
E02000840,23,12.0,49.0
E02000841,0,17.0,67.0
E02000841,1,0.0,16.0
E02000841,5,155.0,0.0
E02000841,18,529.0,953.0
E02000841,19,585.0,495.0
E02000841,20,388.0,342.0
E02000841,21,132.0,214.0
E02000841,22,109.0,168.0
E02000841,23,46.0,108.0
E02000842,0,27.0,110.0
E02000842,1,0.0,59.0
E02000842,4,14.0,0.0
E02000842,5,10.0,28.0
E02000842,18,460.0,439.0
E02000842,19,367.0,333.0
E02000842,20,276.0,222.0
E02000842,21,116.0,143.0
E02000842,22,51.0,93.0
E02000842,23,18.0,52.0
E02000843,0,11.0,23.0
E02000843,4,12.0,12.0
E02000843,5,40.0,68.0
E02000843,18,524.0,758.0
E02000843,19,367.0,496.0
E02000843,20,398.0,425.0
E02000843,21,133.0,234.0
E02000843,22,98.0,223.0
E02000843,23,40.0,94.0
E02000844,0,0.0,38.0
E02000844,4,24.0,0.0
E02000844,5,104.0,77.0
E02000844,18,202.0,554.0
E02000844,19,215.0,322.0
E02000844,20,111.0,250.0
E02000844,21,53.0,162.0
E02000844,22,17.0,196.0
E02000844,23,0.0,72.0
E02000845,3,52.0,24.0
E02000845,4,46.0,0.0
E02000845,5,16.0,15.0
E02000845,18,137.0,252.0
E02000845,19,142.0,178.0
E02000845,20,116.0,116.0
E02000845,21,30.0,40.0
E02000845,22,36.0,32.0
E02000846,0,0.0,12.0
E02000846,18,233.0,313.0
E02000846,19,197.0,262.0
E02000846,20,131.0,134.0
E02000846,21,91.0,64.0
E02000846,22,58.0,73.0
E02000846,23,11.0,23.0
E02000847,0,16.0,20.0
E02000847,5,11.0,0.0
E02000847,18,212.0,375.0
E02000847,19,185.0,292.0
E02000847,20,166.0,270.0
E02000847,21,89.0,222.0
E02000847,22,130.0,113.0
E02000847,23,152.0,53.0
E02000848,0,94.0,12.0
E02000848,1,39.0,0.0
E02000848,4,10.0,10.0
E02000848,5,0.0,14.0
E02000848,18,348.0,385.0
E02000848,19,248.0,237.0
E02000848,20,251.0,244.0
E02000848,21,130.0,170.0
E02000848,22,54.0,133.0
E02000848,23,18.0,20.0
E02000849,0,11.0,11.0
E02000849,4,17.0,0.0
E02000849,5,0.0,13.0
E02000849,18,302.0,366.0
E02000849,19,262.0,275.0
E02000849,20,138.0,212.0
E02000849,21,86.0,94.0
E02000849,22,10.0,61.0
E02000850,0,18.0,275.0
E02000850,1,11.0,11.0
E02000850,4,0.0,105.0
E02000850,5,238.0,248.0
E02000850,18,1507.0,1436.0
E02000850,19,764.0,865.0
E02000850,20,653.0,514.0
E02000850,21,339.0,408.0
E02000850,22,163.0,210.0
E02000850,23,64.0,124.0
E02000851,0,406.0,97.0
E02000851,1,21.0,34.0
E02000851,2,60.0,18.0
E02000851,3,0.0,11.0
E02000851,4,0.0,19.0
E02000851,5,32.0,137.0
E02000851,18,2184.0,1751.0
E02000851,19,1413.0,1013.0
E02000851,20,945.0,727.0
E02000851,21,583.0,401.0
E02000851,22,446.0,213.0
E02000851,23,269.0,87.0
E02000852,0,0.0,27.0
E02000852,5,41.0,14.0
E02000852,18,253.0,537.0
E02000852,19,241.0,265.0
E02000852,20,91.0,149.0
E02000852,21,44.0,56.0
E02000852,22,0.0,77.0
E02000852,23,0.0,139.0
E02000853,0,13.0,0.0
E02000853,3,0.0,38.0
E02000853,4,0.0,26.0
E02000853,5,0.0,20.0
E02000853,18,130.0,293.0
E02000853,19,136.0,204.0
E02000853,20,98.0,138.0
E02000853,21,23.0,55.0
E02000853,22,11.0,17.0
E02000853,23,15.0,13.0
E02000854,0,55.0,18.0
E02000854,5,0.0,93.0
E02000854,18,566.0,533.0
E02000854,19,410.0,449.0
E02000854,20,248.0,267.0
E02000854,21,176.0,117.0
E02000854,22,100.0,55.0
E02000854,23,149.0,51.0
E02000855,0,36.0,0.0
E02000855,1,26.0,0.0
E02000855,5,13.0,11.0
E02000855,18,330.0,242.0
E02000855,19,148.0,136.0
E02000855,20,90.0,77.0
E02000855,21,61.0,13.0
E02000855,22,26.0,14.0
E02000855,23,46.0,0.0
E02000856,0,27.0,0.0
E02000856,5,0.0,118.0
E02000856,18,963.0,689.0
E02000856,19,580.0,558.0
E02000856,20,336.0,282.0
E02000856,21,189.0,124.0
E02000856,22,153.0,130.0
E02000856,23,30.0,46.0
E02000857,0,0.0,46.0
E02000857,2,0.0,15.0
E02000857,5,29.0,59.0
E02000857,18,565.0,587.0
E02000857,19,420.0,385.0
E02000857,20,214.0,295.0
E02000857,21,97.0,92.0
E02000857,22,48.0,48.0
E02000857,23,49.0,53.0
E02000858,0,12.0,43.0
E02000858,1,0.0,33.0
E02000858,4,13.0,13.0
E02000858,5,126.0,27.0
E02000858,18,705.0,884.0
E02000858,19,426.0,524.0
E02000858,20,275.0,366.0
E02000858,21,277.0,255.0
E02000858,22,145.0,161.0
E02000858,23,36.0,81.0
E02000859,0,0.0,16.0
E02000859,3,10.0,10.0
E02000859,5,75.0,0.0
E02000859,18,190.0,215.0
E02000859,19,184.0,192.0
E02000859,20,105.0,99.0
E02000859,21,77.0,85.0
E02000859,22,29.0,62.0
E02000859,23,10.0,20.0
E02000860,2,0.0,11.0
E02000860,4,88.0,0.0
E02000860,5,55.0,16.0
E02000860,18,228.0,268.0
E02000860,19,74.0,218.0
E02000860,20,108.0,126.0
E02000860,21,60.0,48.0
E02000860,22,0.0,23.0
E02000860,23,11.0,24.0
E02000861,0,17.0,17.0
E02000861,1,18.0,18.0
E02000861,2,22.0,22.0
E02000861,3,12.0,12.0
E02000861,4,46.0,33.0
E02000861,5,12.0,39.0
E02000861,18,237.0,191.0
E02000861,19,86.0,144.0
E02000861,20,90.0,76.0
E02000861,21,35.0,60.0
E02000861,22,36.0,49.0
E02000861,23,36.0,60.0
E02000863,0,0.0,30.0
E02000863,1,0.0,22.0
E02000863,2,0.0,12.0
E02000863,18,131.0,327.0
E02000863,19,122.0,92.0
E02000863,20,53.0,29.0
E02000863,21,40.0,24.0
E02000863,22,34.0,19.0
E02000863,23,0.0,65.0
E02000864,1,0.0,67.0
E02000864,2,0.0,58.0
E02000864,3,52.0,14.0
E02000864,4,15.0,0.0
E02000864,18,542.0,478.0
E02000864,19,365.0,349.0
E02000864,20,287.0,231.0
E02000864,21,73.0,238.0
E02000864,22,86.0,110.0
E02000864,23,53.0,61.0
E02000865,0,0.0,10.0
E02000865,18,217.0,222.0
E02000865,19,81.0,143.0
E02000865,20,86.0,75.0
E02000865,21,86.0,68.0
E02000865,22,63.0,85.0
E02000865,23,69.0,72.0
E02000866,0,15.0,15.0
E02000866,5,19.0,38.0
E02000866,18,523.0,564.0
E02000866,19,428.0,358.0
E02000866,20,282.0,188.0
E02000866,21,118.0,156.0
E02000866,22,51.0,91.0
E02000866,23,20.0,21.0
E02000867,0,20.0,10.0
E02000867,2,0.0,13.0
E02000867,3,0.0,17.0
E02000867,4,0.0,42.0
E02000867,5,62.0,101.0
E02000867,18,319.0,331.0
E02000867,19,155.0,216.0
E02000867,20,145.0,127.0
E02000867,21,127.0,88.0
E02000867,22,85.0,80.0
E02000867,23,43.0,43.0
E02000868,0,35.0,0.0
E02000868,4,61.0,0.0
E02000868,5,49.0,12.0
E02000868,18,315.0,312.0
E02000868,19,280.0,311.0
E02000868,20,121.0,165.0
E02000868,21,86.0,90.0
E02000868,22,81.0,60.0
E02000868,23,60.0,59.0
E02000869,0,14.0,0.0
E02000869,5,64.0,13.0
E02000869,18,82.0,109.0
E02000869,19,57.0,58.0
E02000869,20,45.0,82.0
E02000869,21,68.0,87.0
E02000869,22,38.0,64.0
E02000869,23,30.0,10.0
E02000870,0,11.0,0.0
E02000870,4,25.0,0.0
E02000870,5,0.0,14.0
E02000870,18,120.0,215.0
E02000870,19,131.0,105.0
E02000870,20,52.0,70.0
E02000870,21,48.0,56.0
E02000870,22,61.0,41.0
E02000870,23,10.0,0.0
E02000871,0,15.0,15.0
E02000871,2,30.0,19.0
E02000871,5,24.0,51.0
E02000871,18,366.0,352.0
E02000871,19,276.0,260.0
E02000871,20,182.0,154.0
E02000871,21,110.0,170.0
E02000871,22,54.0,81.0
E02000871,23,101.0,83.0
E02000872,0,32.0,49.0
E02000872,1,14.0,25.0
E02000872,3,0.0,11.0
E02000872,5,25.0,89.0
E02000872,18,396.0,502.0
E02000872,19,241.0,373.0
E02000872,20,236.0,277.0
E02000872,21,242.0,201.0
E02000872,22,116.0,134.0
E02000872,23,208.0,137.0
E02000873,0,21.0,32.0
E02000873,1,23.0,23.0
E02000873,2,14.0,14.0
E02000873,3,19.0,19.0
E02000873,4,22.0,22.0
E02000873,5,32.0,21.0
E02000873,18,383.0,331.0
E02000873,19,210.0,253.0
E02000873,20,150.0,220.0
E02000873,21,132.0,115.0
E02000873,22,79.0,55.0
E02000873,23,33.0,21.0
E02000874,4,0.0,15.0
E02000874,5,31.0,0.0
E02000874,18,128.0,183.0
E02000874,19,167.0,160.0
E02000874,20,75.0,92.0
E02000874,21,54.0,62.0
E02000874,22,63.0,125.0
E02000874,23,35.0,0.0
E02000875,2,13.0,11.0
E02000875,5,0.0,23.0
E02000875,18,143.0,239.0
E02000875,19,173.0,238.0
E02000875,20,98.0,180.0
E02000875,21,53.0,136.0
E02000875,22,37.0,47.0
E02000875,23,0.0,43.0
E02000876,4,0.0,58.0
E02000876,5,10.0,10.0
E02000876,18,564.0,620.0
E02000876,19,435.0,451.0
E02000876,20,276.0,316.0
E02000876,21,164.0,274.0
E02000876,22,101.0,164.0
E02000876,23,65.0,50.0
E02000877,0,17.0,30.0
E02000877,1,11.0,21.0
E02000877,3,13.0,0.0
E02000877,18,362.0,423.0
E02000877,19,357.0,260.0
E02000877,20,178.0,167.0
E02000877,21,148.0,84.0
E02000877,22,106.0,101.0
E02000877,23,21.0,33.0
E02000878,0,104.0,44.0
E02000878,1,22.0,12.0
E02000878,2,0.0,12.0
E02000878,3,10.0,132.0
E02000878,4,24.0,33.0
E02000878,5,0.0,77.0
E02000878,18,1333.0,920.0
E02000878,19,684.0,580.0
E02000878,20,602.0,485.0
E02000878,21,470.0,348.0
E02000878,22,334.0,198.0
E02000878,23,240.0,117.0
E02000879,0,0.0,15.0
E02000879,18,132.0,207.0
E02000879,19,133.0,170.0
E02000879,20,120.0,88.0
E02000879,21,53.0,57.0
E02000879,22,22.0,31.0
E02000879,23,0.0,14.0
E02000880,0,11.0,11.0
E02000880,1,10.0,0.0
E02000880,4,0.0,25.0
E02000880,5,13.0,141.0
E02000880,18,344.0,308.0
E02000880,19,319.0,237.0
E02000880,20,166.0,120.0
E02000880,21,105.0,123.0
E02000880,22,45.0,50.0
E02000880,23,10.0,35.0
E02000881,5,26.0,13.0
E02000881,18,126.0,187.0
E02000881,19,109.0,146.0
E02000881,20,63.0,115.0
E02000881,21,65.0,80.0
E02000881,22,11.0,42.0
E02000881,23,0.0,24.0
E02000882,0,0.0,29.0
