lsoa,rep_stop,n_stops
E01003319,PLASSY ROAD,2
E01003320,SANGLEY ROAD / ST FILLANS ROAD,5
E01003321,BLYTHE VALE,3
E01003322,MOUNT PLEASANT ROAD,1
E01003324,THE CATFORD CENTRE,3
E01003325,LALEHAM ROAD,1
E01003326,KNIGHTON PARK ROAD,3
E01003327,NEWLANDS PARK,6
E01003328,CRICKETERS WALK,2
E01003330,CRYSTAL PALACE PARK ROAD,5
E01003331,PEAK HILL,5
E01003332,CHARLEVILLE CIRCUS,3
E01003333,HIGHCLERE STREET,2
E01003334,SYDENHAM STATION  / KIRKDALE,5
E01003335,BURGHILL ROAD,1
E01003336,TURNHAM ROAD,5
E01003337,ST NORBERT ROAD,2
E01003338,POMEROY STREET,2
E01003339,POMEROY STREET,3
E01003340,NEW CROSS BUS GARAGE,6
E01003341,KITTO ROAD,2
E01003342,ST ASAPH ROAD,5
E01003344,ENDWELL ROAD,6
E01003346,WHITEFOOT LANE,7
E01003347,CASTILLON ROAD,5
E01003348,GREEN MAN COMMUNITY HUB,7
E01003349,,1
E01003350,SCARLET ROAD,3
E01003351,WHITEFOOT LANE,1
E01003352,SOUTHEND LANE,5
E01003353,HADDINGTON ROAD,3
E01003354,PASTURE ROAD,2
E01003355,MORDEN ROAD / SOUTH WIMBLEDON STATION,4
E01003356,MORDEN ROAD TRAM STOP,4
E01003357,MORDEN ROAD / SOUTH WIMBLEDON STATION,2
E01003358,WIMBLEDON THEATRE,5
E01003359,MERTON ABBEY,8
E01003360,SOUTH WIMBLEDON STATION,5
E01003361,ASHRIDGE WAY,5
E01003362,ST JAMES CHURCH,3
E01003363,MONKLEIGH ROAD,5
E01003364,PARKWAY,4
E01003365,MAYCROSS AVENUE,2
E01003366,MERTON MANSIONS,3
E01003368,GORRINGE PARK AVENUE,1
E01003370,COLLIERS WOOD STATION,4
E01003372,TOOTING STATION,1
E01003373,OXTED CLOSE,2
E01003374,GLEBE COURT,7
E01003375,MITCHAM JUNCTION STATION,22
E01003376,HASLEMERE AVENUE,3
E01003377,PHIPPS BRIDGE TRAM STOP,4
E01003378,MILES ROAD,4
E01003379,LOVE LANE,2
E01003380,LOWER DOWNS ROAD,3
E01003382,SYDNEY ROAD,2
E01003383,WIMBLEDON STATION,11
E01003384,MERTON PARK TRAM STOP,4
E01003386,LOCKS LANE,3
E01003387,MITCHAM EASTFIELDS STATION,5
E01003388,EVELINE ROAD,4
E01003389,MITCHAM FAIR GREEN,7
E01003390,MITCHAM FAIR GREEN,3
E01003392,GORRINGE PARK AVENUE,8
E01003393,TOOTING STATION,1
E01003394,ASHBOURNE ROAD,1
E01003398,ASHBOURNE ROAD,3
E01003399,LOWER DOWNS ROAD,2
E01003400,ALEXANDRA ROAD / WIMBLEDON,6
E01003401,WIMBLEDON HILL ROAD,2
E01003402,FRANCIS GROVE,4
E01003403,SPENCER HILL,3
E01003404,DARLASTON ROAD,4
E01003405,LEWIS ROAD,3
E01003406,VICTORIA ROAD / LAVENDER FIELDS,3
E01003407,MOUNT ROAD,5
E01003409,LONDON ROAD / FIGGE'S MARSH,1
E01003410,MOUNT ROAD,1
E01003411,GREYHOUND TERRACE,6
E01003412,ST MARK'S C OF E ACADEMY PLAYING FIELDS,6
E01003413,ROWAN CRESCENT,5
E01003414,DARCY ROAD,4
E01003415,NORTHBOROUGH ROAD,4
E01003416,SHERWOOD PARK ROAD,2
E01003417,LOWER MORDEN LANE,7
E01003419,ROSEBERY CLOSE,5
E01003420,STONECOT HILL / GARTH ROAD,3
E01003421,QUEEN MARY AVENUE,5
E01003422,TUDOR DRIVE,7
E01003423,THE NELSON HEALTH CENTRE,4
E01003424,,1
E01003425,,1
E01003426,DORSET ROAD,6
E01003427,MORDEN STATION,17
E01003428,WILTON CRESCENT,9
E01003430,POLLARDS HILL LIBRARY,4
E01003431,YORKSHIRE ROAD,5
E01003432,NORTHUMBERLAND GARDENS,5
E01003433,NORTHBOROUGH ROAD,6
E01003434,ROBINHOOD LANE,1
E01003435,SHERWOOD PARK ROAD,9
E01003436,ST HELIER AVENUE / MIDDLETON ROAD,2
E01003437,PETERBOROUGH ROAD,10
E01003438,MALMESBURY ROAD,4
E01003439,MORDEN HALL,7
E01003440,BELGRAVE WALK TRAM STOP,9
E01003441,MITCHAM TRAM STOP,4
E01003442,COPSE HILL / CHRIST CHURCH,2
E01003444,ORCHARD LANE,6
E01003445,HOLLAND AVENUE,9
E01003446,RAYNES PARK STATION,17
E01003447,FARNHAM GARDENS,9
E01003448,ST HELIER AVENUE / MIDDLETON ROAD,4
E01003449,CHALGROVE AVENUE,9
E01003450,DORE GARDENS,3
E01003451,SOUTH THAMES COLLEGE,4
E01003452,ST HELIER STATION,6
E01003454,HAYDONS ROAD STATION,6
E01003455,MILTON ROAD,1
E01003456,WIMBLEDON STATION,5
E01003459,MILTON ROAD,2
E01003460,MARRYAT ROAD,13
E01003461,HIGH STREET / WIMBLEDON VILLAGE,6
E01003462,WOODHAYES ROAD,2
E01003463,ATKINSON CLOSE / COPSE HILL,1
E01003464,PARKSIDE HOSPITAL,4
E01003465,SOMERSET ROAD,2
E01003467,GREENWAY,6
E01003468,MOTSPUR PARK STATION,3
E01003469,SHANNON CORNER / ROOKWOOD AVENUE,2
E01003470,SHANNON CORNER / BEVERLEY WAY,6
E01003471,WEST BARNES LEVEL CROSSING,5
E01003478,PENWITH ROAD,3
E01003479,JAKE RUSSELL WALK,1
E01003480,UEL DOCKLANDS CAMPUS,12
E01003481,SAVAGE GARDENS,12
E01003483,DOVE APPROACH,2
E01003485,DOVE APPROACH,3
E01003486,BECKTON BUS STATION,7
E01003487,WINSOR PARK ESTATE,1
E01003491,QUEENS MARKET,4
E01003492,CREIGHTON AVENUE,1
E01003494,HALDANE ROAD,1
E01003497,TWELVETREES CRESCENT,10
E01003498,SUFFOLK ROAD,6
E01003499,BALAAM STREET,5
E01003500,WEST HAM STATION,8
E01003501,KING STREET,2
E01003502,HERMIT ROAD,5
E01003503,RATHBONE MARKET,7
E01003506,CUSTOM HOUSE STATION,4
E01003507,CHARGEABLE LANE,4
E01003508,CROYDON ROAD,1
E01003509,NEWHAM WAY,2
E01003512,TREE ROAD,2
E01003513,BECKTON DISTRICT PARK,7
E01003515,LESLIE ROAD / CUSTOM HOUSE STATION,15
E01003516,NEWHAM WAY,5
E01003517,RUSSELL ROAD,3
E01003518,SULLIVAN AVENUE,4
E01003520,BENDISH ROAD,3
E01003521,KEMPTON ROAD,4
E01003522,,1
E01003523,NEWHAM TOWN HALL,9
E01003524,KATHERINE ROAD,1
E01003525,HIGH STREET NORTH,7
E01003528,RUSKIN AVENUE,2
E01003529,SHELLEY AVENUE,3
E01003530,ST BARNABAS CHURCH,1
E01003531,EAST HAM STATION,10
E01003532,HIGH STREET NORTH,4
E01003533,KATHERINE ROAD,2
E01003534,RUSKIN AVENUE,1
E01003535,QUAY ROAD,13
E01003536,NORTH CIRCULAR ROAD,3
E01003537,MARLOW ROAD,2
E01003538,MORTIMER ROAD,2
E01003539,HATHERLEY GARDENS,3
E01003540,LONSDALE AVENUE,4
E01003541,SANDFORD ROAD,3
E01003542,VICARAGE LANE,2
E01003543,WANSTEAD PARK STATION,3
E01003544,FOREST GATE STATION,1
E01003545,ST JAMES' SCHOOL,3
E01003549,MARYLAND STATION,4
E01003550,BIGNOLD ROAD,6
E01003551,MARGERY PARK ROAD,1
E01003553,ATHERTON LEISURE CENTRE,2
E01003555,GREEN STREET,1
E01003556,FOREST GATE STATION,4
E01003558,WOODGRANGE ROAD,7
E01003559,WATER LANE / UNIVERSITY OF EAST LONDON,6
E01003561,STUDLEY ROAD,3
E01003562,OAKDALE ROAD,4
E01003564,DERBY ROAD,2
E01003565,KATHERINE ROAD,3
E01003566,UPTON PARK STATION,7
E01003567,KATHERINE ROAD,4
E01003569,PENGE ROAD,3
E01003570,GREEN STREET,3
E01003571,CHESHUNT ROAD,2
E01003572,ST GEORGE'S ROAD,3
E01003573,OAKDALE ROAD,1
E01003574,ST ANTONY'S ROAD,9
E01003575,LITTLE ILFORD SCHOOL,2
E01003576,LITTLE ILFORD LANE,5
E01003578,RABBITS ROAD,3
E01003581,WOLFERTON ROAD,1
E01003583,CHURCH ROAD,2
E01003586,SHREWSBURY ROAD,3
E01003587,WOODGRANGE PARK STATION,4
E01003590,MANOR PARK STATION,8
E01003591,HIGH STREET NORTH,6
E01003593,PLAISTOW STATION,3
E01003594,SEWELL STREET,3
E01003596,CRESCENT ROAD,3
E01003598,STOPFORD ROAD,2
E01003600,BALAAM STREET,6
E01003601,NEWHAM UNIVERSITY HOSP / NEW VIC COLLEGE,8
E01003602,PLAISTOW / PRINCE REGENT LANE,3
E01003603,NEWHAM UNIVERSITY HOSP MAIN RECEPTION,8
E01003604,NEWHAM LEISURE CENTRE,1
E01003605,NEW CITY ROAD,6
E01003607,BARKING ROAD,4
E01003611,PIER ROAD,4
E01003615,CHOBHAM ROAD,2
E01003616,MARYLAND STATION,3
E01003618,STRATFORD LIBRARY,3
E01003619,STRATFORD BROADWAY,3
E01003622,ST OLAVE'S ROAD,5
E01003623,LANGDON ROAD,6
E01003630,PLAISTOW STATION,5
E01003631,LEYWICK STREET,2
E01003633,MITRE ROAD,2
E01003635,AMITY ROAD,6
E01003636,CHURCH STREET,6
E01003638,BRANDVILLE GARDENS,3
E01003639,PRINCES ROAD,2
E01003640,BARLEY LANE,14
E01003641,NEWBURY PARK STATION,3
E01003643,ALDWYCH AVENUE,4
E01003644,DENHAM DRIVE,1
E01003645,EASTERN AVENUE,5
E01003646,GANTS HILL STATION  / WOODFORD AVENUE,3
E01003647,GANTS HILL STATION,6
E01003648,BRANDVILLE GARDENS,1
E01003649,LONGWOOD GARDENS,1
E01003650,HAMILTON AVENUE,2
E01003651,BEEHIVE LANE,4
E01003653,GANTS HILL STATION / WOODFORD AVENUE,3
E01003654,WOODFORD STATION,5
E01003655,WOODFORD STATION,4
E01003656,RAY LODGE PRIMARY SCHOOL,3
E01003657,CROSS ROAD,4
E01003658,RAY LODGE PRIMARY SCHOOL,2
E01003659,ASHTON PLAYING FIELDS,7
E01003660,HERONWAY,4
E01003661,HAWKRIDGE CLOSE,2
E01003662,CHADWELL HEATH LANE,6
E01003663,LITTLE HEATH,4
E01003665,GROVE ROAD,1
E01003666,GROVE ROAD,2
E01003668,CLARENDON ROAD,4
E01003670,CHURCHILL MEMORIAL,5
E01003672,SOUTHEND ROAD,6
E01003673,HIGH ROAD SOUTH WOODFORD,4
E01003674,GEORGE LANE SHOPPING CENTRE,3
E01003675,REDBRIDGE STATION,6
E01003676,THE DRIVE,3
E01003677,CHARLIE BROWNS ROUNDABOUT,6
E01003679,RUSHDEN GARDENS,3
E01003680,LONGWOOD GARDENS,1
E01003681,WOODFORD / RODING LANE SOUTH,6
E01003684,HAIL & RIDE SUNNYSIDE ROAD / ETON ROAD,2
E01003686,PARK ROAD,5
E01003689,REDBRIDGE CENTRAL LIBRARY,6
E01003690,GANTS HILL STATION / CRANBROOK ROAD,8
E01003692,BETHELL AVENUE,2
E01003693,WANSTEAD LANE,4
E01003694,ST ANDREW'S CHURCH,3
E01003695,SEYMOUR GARDENS,2
E01003696,THE DRIVE METHODIST CHURCH,3
E01003697,REDBRIDGE STATION,4
E01003699,HAINAULT STATION,6
E01003700,TOMSWOOD HILL,10
E01003701,FULLWELL CROSS,8
E01003702,TRELAWNEY ROAD,4
E01003703,WANNOCK GARDENS,2
E01003704,NEW NORTH ROAD,2
E01003705,BARKINGSIDE HIGH STREET,5
E01003706,CATERHAM AVENUE,6
E01003707,CATERHAM AVENUE,1
E01003708,CLAYHALL / THE GLADE,4
E01003709,BERKELEY AVENUE,1
E01003710,CLAYBURY BROADWAY,4
E01003711,FREMANTLE ROAD,6
E01003712,BERKELEY AVENUE,2
E01003713,LYNFORD GARDENS,2
E01003714,NEW ROAD,2
E01003715,SEVEN KINGS ROAD,2
E01003716,MELDRUM ROAD,2
E01003719,GOODMAYES STATION,7
E01003720,STAGGART GREEN,14
E01003721,HAINAULT STATION,3
E01003722,YELLOWPINE WAY,6
E01003723,COPPICE PRIMARY SCHOOL,7
E01003724,MANOR ROAD,11
E01003726,FOWLER ROAD,7
E01003727,MANFORD PRIMARY SCHOOL,3
E01003729,KINGSTON ROAD,2
E01003733,WINGATE ROAD,1
E01003734,LOXFORD POLYCLINIC,3
E01003735,BUTTSBURY ROAD,5
E01003737,LEVETT GARDENS,2
E01003738,ST. THOMAS MORE CATHOLIC CHURCH,2
E01003739,ETON ROAD,10
E01003740,SOUTH PARK DRIVE,5
E01003741,THURLESTONE AVENUE,3
E01003743,GORDON ROAD,1
E01003744,NEWLANDS ROAD,4
E01003746,ST THOMAS OF CANTERBURY CHURCH,10
E01003750,WOODFORD GREEN / BROADMEAD ROAD,10
E01003751,NEWBURY PARK STATION,5
E01003752,MILTON CRESCENT,3
E01003754,HAIL & RIDE WARDS ROAD,2
E01003755,LEY STREET,8
E01003756,PERTH ROAD,6
E01003759,CHARNWOOD DRIVE,2
E01003760,ORCHARD ESTATE,9
E01003761,BROADMEAD ROAD,1
E01003762,CHARLIE BROWNS ROUNDABOUT,6
E01003763,WOODFORD / RODING LANE NORTH,4
E01003764,SOUTH WOODFORD STATION,10
E01003765,MULBERRY WAY,1
E01003767,SEVEN KINGS STATION,5
E01003769,GOODMAYES STATION,6
E01003770,KING GEORGE HOSPITAL,11
E01003771,HAIL & RIDE PERCY ROAD / DOUGLAS ROAD,3
E01003773,GOODMAYES RETAIL PARK,5
E01003774,HERONWOOD HOSPITAL,4
E01003775,EAGLE LANE,1
E01003776,EAGLE LANE,6
E01003777,HIGH STREET / HERMON HILL,4
E01003778,WANSTEAD HIGH ST / WANSTEAD STATION,11
E01003779,BLAKE HALL ROAD,4
E01003781,BEAL ROAD,6
E01003782,CHRISTCHURCH ROAD,3
E01003783,ILFORD STATION,3
E01003787,HAIL & RIDE COVENTRY ROAD / PERTH ROAD,1
E01003788,NORTHBROOK ROAD,5
E01003789,WANSTEAD STATION,6
E01003791,BUSH ROAD,5
E01003792,EMPRESS AVENUE,7
E01003793,PARK ROAD,6
E01003796,NUTTER LANE,2
E01003797,HAIL & RIDE LONSDALE ROAD / SUFFOLK ROAD,8
E01003798,BARNES POND,4
E01003799,CHURCH ROAD / RED LION,9
E01003800,WASHINGTON ROAD,5
E01003801,LONSDALE ROAD,9
E01003803,,3
E01003804,TEMPLE SHEEN ROAD,3
E01003807,EAST SHEEN,5
E01003808,THORNTON ROAD,1
E01003809,KINGS ROAD,3
E01003810,PRINCES ROAD,2
E01003811,GLOUCESTER ROAD,1
E01003812,PRINCES ROAD,7
E01003814,TEDDINGTON MEMORIAL HOSPITAL,9
E01003815,PARKSIDE,7
E01003816,SUDBROOK LANE,8
E01003817,HAM PARADE,8
E01003818,MARINER GARDENS,2
E01003820,LOCK ROAD,6
E01003821,COMPASS HILL,7
E01003822,ORMOND DRIVE,1
E01003823,HAMPTON COURT GREEN,26
E01003824,PRIORY ROAD,5
E01003825,HOLLY BUSH LANE,2
E01003826,HAMPTON CARE NURSING HOME,3
E01003827,HAMPTON STATION,8
E01003828,COURTLANDS AVENUE,8
E01003829,UXBRIDGE ROAD / HAMPTON SAINSBURY'S,5
E01003830,ORMOND DRIVE,16
E01003831,GARDEN COURT,2
E01003832,FULMER CLOSE,2
E01003833,NURSERYLANDS SHOPPING CENTRE,3
E01003834,HAMPTON WICK STATION,9
E01003836,KINGSTON LANE,4
E01003837,,1
E01003838,ST MARK'S ROAD,3
E01003839,WOFFINGTON CLOSE,6
E01003840,SIMPSON ROAD,2
E01003841,GODFREY WAY,4
E01003842,MONTROSE AVENUE,5
E01003843,ELLERMAN AVENUE,2
E01003844,WHITTON STATION,5
E01003845,WHITTON CORNER HEALTH & SOCIAL CARE CTR,7
E01003846,WEST PARK ROAD,2
E01003847,KEW ROAD / VICTORIA GATE,14
E01003848,SANDYCOMBE ROAD,6
E01003849,LAWN CRESCENT,2
E01003851,KEW BRIDGE,2
E01003852,BARNES STATION,4
E01003853,BARNES POND,5
E01003854,BARNES BRIDGE STATION,5
E01003855,SHIP LANE / STAG BREWERY,10
E01003856,WHITE HART LANE,7
E01003857,PRIORY LANE,2
E01003859,BERWYN ROAD,2
E01003860,RICHMOND CIRCUS,9
E01003861,MANOR CIRCUS,5
E01003862,MANOR GROVE,4
E01003864,THE AVENUE,1
E01003865,CLIFFORD AVENUE,2
E01003866,CHERTSEY ROAD,4
E01003867,TWICKENHAM STADIUM,9
E01003868,ST MARGARETS STATION,2
E01003869,HILL VIEW ROAD,6
E01003870,TWICKENHAM STATION,7
E01003871,TALBOT ROAD,3
E01003872,ST MARGARET'S DRIVE,1
E01003873,DYNEVOR ROAD,1
E01003874,CHURCH ROAD,3
E01003875,MANOR ROAD / NORTH SHEEN STATION,6
E01003876,RICHMOND STATION,14
E01003877,ST MATTHIAS CHURCH,6
E01003878,PARK ROAD,7
E01003880,POPES GROTTO,6
E01003881,SOUTHFIELD GARDENS,7
E01003882,HEATH ROAD / TWICKENHAM,4
E01003884,TWICKENHAM GREEN,2
E01003885,THE PRINCE ALBERT / TWICKENHAM,7
E01003886,ELMFIELD AVENUE,4
E01003887,CAMBRIDGE ROAD,5
E01003888,BROAD STREET / TEDDINGTON,3
E01003889,BUSHY PARK ROAD,8
E01003890,SHACKLEGATE LANE,4
E01003891,TEDDINGTON LOCK,7
E01003893,CRESSWELL ROAD,2
E01003894,CAMBRIDGE PARK,7
E01003895,ORLEANS PARK SCHOOL,4
E01003896,YORK STREET / TWICKENHAM,5
E01003897,LONDON ROAD / TWICKENHAM,5
E01003898,FIRST CROSS ROAD,3
E01003899,MILL ROAD,2
E01003900,FULWELL / SIXTH CROSS ROAD,10
E01003901,,3
E01003903,TWICKENHAM GOLF CENTRE,9
E01003904,MEADWAY,3
E01003905,THE ADMIRAL NELSON / WHITTON,11
E01003906,WHITTON CHURCH,2
E01003907,CONSTANCE ROAD,3
E01003908,WHITTON LIBRARY,2
E01003909,WHITTON HIGH STREET,3
E01003910,,2
E01003911,ST GILES CHURCH,2
E01003912,PECKHAM ROAD / SOUTHAMPTON WAY,2
E01003913,ST GILES CHURCH,1
E01003914,VESTRY ROAD,1
E01003916,SEDGMOOR PLACE,3
E01003919,SACRED HEART SCHOOL,5
E01003920,MEDLAR STREET,5
E01003921,CAMBERWELL CHURCH ST / CAMBERWELL GRN,7
E01003922,DENMARK HILL / CAMBERWELL GREEN,7
E01003924,BOWYER PLACE,1
E01003926,VASSALL ROAD,2
E01003929,LONDON BRIDGE,10
E01003930,ST GEORGE'S CIRCUS,3
E01003932,ELEPHANT & CASTLE / LONDON ROAD,8
E01003933,ELEPHANT & CASTLE STATION,8
E01003934,STAMFORD STREET,10
E01003935,,1
E01003936,TRINITY STREET / THE ROEBUCK,1
E01003937,ELEPHANT & CASTLE / NEWINGTON CAUSEWAY,3
E01003938,STAPLE STREET,2
E01003939,BOROUGH STATION,10
E01003941,GRANGE ROAD / CALEDONIAN MARKET,7
E01003942,BRICKLAYER'S ARMS / NEW KENT ROAD,6
E01003945,WELLS PARK ROAD,6
E01003946,GIPSY HILL,9
E01003947,KINGSWOOD DRIVE / COLLEGE ROAD,2
E01003948,CRYSTAL PALACE PARADE,10
E01003949,LORDSHIP LANE / WOOD VALE,9
E01003950,OVERHILL ROAD,7
E01003951,WEST DULWICH STATION,10
E01003952,NORTH CROSS ROAD,5
E01003953,GOOSE GREEN,5
E01003954,CRYSTAL PALACE ROAD,3
E01003955,UNDERHILL ROAD,3
E01003956,MELBOURNE GROVE,1
E01003957,FRIERN ROAD,1
E01003958,DULWICH LIBRARY,7
E01003960,BRICKLAYER'S ARMS,3
E01003961,OLD KENT ROAD / EAST STREET,5
E01003966,DUNTON ROAD,3
E01003969,WESTMORELAND ROAD,12
E01003971,EAST STREET / THURLOW STREET,1
E01003972,EAST STREET,1
E01003975,MALTBY STREET,2
E01003976,ABBEY STREET,4
E01003977,REVERDY ROAD,2
E01003979,BRICKLAYER'S ARMS,4
E01003980,OLD KENT ROAD / EAST STREET,4
E01003981,LONDON BRIDGE STATION,6
E01003983,BIRD IN BUSH ROAD,3
E01003984,OLD KENT ROAD / ILDERTON ROAD,6
E01003986,SOUTH BERMONDSEY STATION,1
E01003987,SHEPPARD DRIVE,4
E01003988,COMMERCIAL WAY,4
E01003989,PECKHAM PARK ROAD,7
E01003990,BIRD IN BUSH ROAD,3
E01003991,DALE ROAD,1
E01003993,JOHN RUSKIN STREET,3
E01003994,EAST STREET,8
E01003995,PENTON PLACE,1
E01003997,CHAPTER ROAD,2
E01003998,KENNINGTON STATION,1
E01003999,FORSYTH GARDENS,2
E01004000,HOLLYDALE ROAD,6
E01004001,NUNHEAD GREEN,3
E01004002,MERTTINS ROAD,10
E01004003,CLIFTON WAY,2
E01004004,QUEEN'S ROAD PECKHAM STATION,3
E01004005,QUEEN'S ROAD PECKHAM STATION,2
E01004008,PECKHAM POST OFFICE,2
E01004010,PECKHAM LIBRARY,7
E01004011,SOUTHAMPTON WAY ESTATE,1
E01004012,ST GEORGE'S WAY / BURGESS PARK,1
E01004013,SOUTHAMPTON WAY / PECKHAM ROAD,1
E01004014,ST GEORGE'S WAY,2
E01004015,DUNSTANS ROAD,13
E01004016,SURREY ROAD,7
E01004017,THERAPIA ROAD,9
E01004018,DUNSTANS ROAD,6
E01004019,CARDEN ROAD,2
E01004020,STUART ROAD,5
E01004021,EAST DULWICH ROAD / PECKHAM RYE,2
E01004023,DRUMMOND ROAD,2
E01004024,GATAKER STREET,3
E01004028,JAMAICA ROAD / ABBEY STREET,5
E01004029,CANADA STREET,1
E01004031,CANADA WATER BUS STATION,16
E01004033,ROTHERHITHE STATION,4
E01004034,SOUTHWARK PARK,3
E01004035,CORBETTS LANE,6
E01004036,WARNDON STREET,2
E01004037,ROTHERHITHE NEW RD / STH BERMONDSEY STN,6
E01004038,CATLIN STREET,3
E01004039,LYNTON ROAD,1
E01004040,DUNTON ROAD,4
E01004041,MALT STREET,1
E01004042,SOUTHWARK PARK ROAD / ST JAMES'S ROAD,7
E01004044,LONGFIELD ESTATE,1
E01004045,PYTCHLEY ROAD,1
E01004046,COPLESTONE ROAD,1
E01004047,DEEPDENE ROAD,3
E01004048,EAST DULWICH SAINSBURY'S,3
E01004049,CHAMPION HILL,1
E01004050,GROVE LANE / CHAMPION PARK,1
E01004051,DENMARK HILL STATION,7
E01004052,EAST DULWICH STATION,8
E01004053,SMITH CLOSE,4
E01004054,BYWATER PLACE,2
E01004055,PETER HILLS SCHOOL,2
E01004056,DOUBLETREE DOCKLANDS / NELSON DOCK PIER,8
E01004057,SHIPWRIGHT ROAD,2
E01004058,DUNNAGE CRESCENT,1
E01004059,CANADA STREET,5
E01004060,LOWER ROAD / SURREY QUAYS STATION,4
E01004061,PECKHAM RYE STATION,3
E01004062,NIGEL ROAD,5
E01004063,BLENHEIM GROVE,6
E01004064,PECKHAM RYE / EAST DULWICH ROAD,7
E01004065,OAKHURST GROVE,1
E01004066,PECKHAM ROAD / SOUTHAMPTON WAY,2
E01004067,HANOVER PARK,11
E01004068,BARSET ROAD,1
E01004069,TURNEY ROAD,12
E01004070,BECKWITH ROAD,12
E01004071,TESSA JOWELL HEALTH CENTRE,3
E01004072,DULWICH / THE PLOUGH,5
E01004073,FRANKFURT ROAD,2
E01004074,HERNE HILL,8
E01004075,DULWICH VILLAGE,4
E01004076,BEDDINGTON / ASDA,28
E01004077,CROYDON ROAD / PLOUGH LANE,7
E01004078,RICHMOND ROAD,1
E01004080,LAVINGTON ROAD,2
E01004081,GARDEN CLOSE,1
E01004083,ROUNDSHAW / PHOENIX CENTRE,2
E01004084,FARM LANE,5
E01004085,THE NEWLANDS,2
E01004086,PLOUGH LANE,16
E01004087,THE NEWLANDS,2
E01004088,SPITFIRE ROAD,3
E01004090,GATTON CLOSE,7
E01004091,ROYAL MARSDEN HOSPITAL,8
E01004092,CROSSWAYS,1
E01004093,YORK ROAD,1
E01004094,DOWNS ROAD / BELMONT STATION,12
E01004095,HAIL & RIDE YORK ROAD,2
E01004096,DEVONSHIRE AVENUE,2
E01004097,OXFORD ROAD,3
E01004098,WALES AVENUE,3
E01004099,CARSHALTON HIGH STREET,11
E01004100,CARSHALTON ROAD / CAMBRIDGE ROAD,4
E01004101,KINGSLEY AVENUE,5
E01004102,POUND STREET,1
E01004103,CARSHALTON ROAD / RINGSTEAD ROAD,4
E01004105,CARSHALTON BEECHES STATION,10
E01004106,CROSSWAYS,3
E01004107,STANLEY ROAD,4
E01004108,OAKS PARK,1
E01004109,THE MOUNT,22
E01004110,CHEAM BROADWAY,5
E01004111,LUMLEY ROAD,6
E01004112,CHEAM STATION,4
E01004115,HAIL & RIDE WINDSOR AVENUE,1
E01004116,OAKS AVENUE,2
E01004118,NORTH CHEAM / LONDON ROAD,13
E01004119,LANGLEY AVENUE,3
E01004120,PRIORY ROAD,2
E01004121,LONGFELLOW ROAD,3
E01004123,ST HELIER HOSPITAL,10
E01004124,HAIL & RIDE LOVE LANE,1
E01004125,WELBECK ROAD,5
E01004126,WELBECK ROAD,2
E01004127,GREEN WRYTHE LANE / WALTHAM ROAD,2
E01004128,WELBECK ROAD,2
E01004129,BISHOPSFORD ROAD / ROSE HILL ROUNDABOUT,11
E01004130,GLENTHORNE HIGH SCHOOL,7
E01004131,STONECOT HILL / GARTH ROAD,4
E01004132,HAIL & RIDE HENLEY AVENUE,4
E01004133,HAIL & RIDE WINDSOR AVENUE,1
E01004134,TUDOR DRIVE,2
E01004135,TONFIELD ROAD,4
E01004137,SUTTON POLICE STATION,7
E01004138,THICKET ROAD,10
E01004139,LIND ROAD,3
E01004140,SUTTON / MARSHALL'S ROAD,5
E01004141,BENHILL WOOD ROAD,2
E01004143,CROWN ROAD,1
E01004144,CRANLEIGH GARDENS,5
E01004145,STAYTON ROAD,3
E01004146,SUTTON GREEN,14
E01004147,EDINBURGH ROAD,2
E01004148,COLLINGWOOD ROAD / OLDFIELDS ROAD,7
E01004149,,2
E01004150,HAIL & RIDE CEDAR ROAD,4
E01004152,SUTTON STATION,15
E01004156,SUTTON PARK ROAD,3
E01004157,ST DUNSTAN'S HILL,3
E01004158,CHEAM ROAD / GANDER GREEN LANE,1
E01004159,ALEXANDRA AVENUE,4
E01004160,WEST SUTTON STATION,2
E01004162,SHERWOOD PARK ROAD,1
E01004163,MUSCHAMP ROAD,4
E01004164,CARSHALTON COLLEGE,3
E01004165,WRYTHE GREEN,10
E01004166,STRAWBERRY LANE,3
E01004167,MUSCHAMP ROAD,2
E01004168,,1
E01004169,REYNOLDS CLOSE,3
E01004170,WALLINGTON STATION,7
E01004171,CROYDON ROAD / WALLINGTON GREEN,8
E01004172,MANOR ROAD / ACRE LANE,2
E01004175,PARK ROAD,4
E01004176,QUEENS ROAD,2
E01004177,WOODCOTE ROAD / STAFFORD ROAD,5
E01004178,WALLINGTON TOWN CENTRE,7
E01004180,BOUNDARY ROAD,3
E01004181,WOODCOTE GREEN,6
E01004182,MILTON ROAD,3
E01004183,THORNTON ROAD,4
E01004185,MILL GREEN ROAD,5
E01004186,ORCHARD AVENUE,4
E01004189,GREEN WRYTHE LANE,5
E01004190,LINDSAY ROAD,2
E01004191,NORTH CHEAM SPORTS CLUB,4
E01004192,HAIL & RIDE GREEN LANE,4
E01004193,HAIL & RIDE DORCHESTER ROAD,2
E01004196,LANGLEY AVENUE,4
E01004198,OLD FORD ROAD,4
E01004200,PRITCHARD'S ROAD,1
E01004201,BONNER ROAD,1
E01004202,WARNER PLACE,4
E01004203,BETHNAL GREEN STATION,4
E01004204,WARNER PLACE,1
E01004205,UNDERWOOD ROAD,1
E01004207,STEPNEY GREEN STATION,3
