stopcode,lsoa
OC922,E01004146
OC923,E01004146
H1174,E01001026
OC926,E01004146
OC925,E01004146
OC921,E01004146
OC919,E01004115
OC918,E01004133
BP6568,E01035657
BP6577,E01034044
BP6595,E01003189
BP6636,E01034033
BP6583,E01004626
BP6632,E01004549
BP6643,E01034217
BP6320,E01035657
BP6570,E01035658
BP6569,E01035657
BP6576,E01000223
H1246,E01003424
H1248,E01003428
H1250,E01003428
H1251,E01003428
H1249,E01003428
H1247,E01003425
H1245,E01003426
BP6578,E01000223
BP6581,E01003001
HC890,E01002678
BP6633,E01004618
HC1066,E01000914
BP6589,E01003196
BP6599,E01003353
BP6587,E01003194
BP6586,E01003318
BP6607,E01033132
BP6590,E01003196
BP6588,E01003194
BP6600,E01003240
BP6591,E01003196
BP6614,E01003268
BP6596,E01003192
BP6585,E01003318
BP6621,E01003271
33914,E01001302
OC915,E01004132
RR64,E01002444
RR65,E01002444
BP6536,E01001933
RR68,E01004691
RR69,E01002444
18220,E01002478
BP3592,E01002477
35370,E01003675
M38,E01033929
M46,E01033929
BP2422,E01001240
RR108,E01003641
BP6637,E01002668
BP4377,E01000323
R0747,E01001225
H0544,E01001496
H0500,E01001966
H0495,E01001964
H0499,E01001966
H0550,E01001496
H0496,E01001964
BP4482,E01004067
BP3534,E01001322
RR51,E01003128
TRS170,E01001064
TRS171,E01001064
TRS172,E01001036
TRS173,E01001036
TRS174,E01000714
H0497,E01001964
H0498,E01001964
RR128,E01034026
BP1924,E01035718
BP4959,E01004750
H0845,E01004469
BP4974,E01004659
BP762,E01004219
BP955,E01033737
23059,E01034602
16101,E01033938
BP2867,E01004750
C92,E01002919
BP1354,E01034602
33145,E01001261
4654,E01001866
BP3477,E01002497
37636,E01001953
2600,E01034188
BP4295,E01033938
29593,E01001898
29802,E01004662
BP1142,E01002968
BP5634,E01002071
H0910,E01000272
H0580,E01004183
H0574,E01004101
H0573,E01004149
H0567,E01004146
H0566,E01004150
H0576,E01004165
H0564,E01004150
H0575,E01004168
H0579,E01004183
BP3594,E01001303
RR59,E01002847
H0565,E01004152
H0914,E01000321
H0913,E01000324
H0912,E01000267
H0911,E01000267
H0909,E01000324
H0908,E01000321
174,E01001933
H1273,E01004090
H1268,E01004185
H1269,E01004185
BP6646,E01004469
BP6647,E01004471
BP5024,E01002766
OC529,E01002129
OC530,E01002129
HC1000,E01004091
H0502,E01001469
BP4232,E01004734
HC946,E01001451
HC940,E01001469
HC943,E01001469
HC942,E01001469
HC945,E01001457
HC944,E01001457
HC952,E01001567
HC949,E01001454
HC948,E01001452
HC947,E01001452
HC953,E01001567
40005,E01003922
BP5935,E01034175
BP5786,E01001658
BP5787,E01001656
R0010,E01004397
BP3842,E01004202
17174,E01000543
BP6603,E01034220
BP6602,E01034220
BP5934,E01034175
RR72,E01004352
BP5304,E01002974
25520,E01004535
HC979,E01001540
HC959,E01001566
HC966,E01001531
HC957,E01001565
HC968,E01001565
HC960,E01001531
HC972,E01001567
HC961,E01001531
HC958,E01001565
HC954,E01001564
HC971,E01001568
HC955,E01001563
HC970,E01001563
HC956,E01001563
HC969,E01001563
HC963,E01001521
HC962,E01001531
HC977,E01001451
HC965,E01001531
HC983,E01001545
HC967,E01001565
HC950,E01033928
HC984,E01001548
HC985,E01001548
HC980,E01001469
HC974,E01001453
HC986,E01001547
HC973,E01001567
HC975,E01001454
HC976,E01001452
HC982,E01001551
HC978,E01001457
13830,E01034185
BP4524,E01035710
BP6545,E01000904
BP2153,E01001693
HC989,E01003797
HC997,E01003797
HC990,E01003803
HC991,E01003803
HC992,E01003801
HC995,E01003801
HC994,E01003801
HC996,E01003803
HC988,E01003797
HC999,E01003797
HC987,E01003797
HC993,E01003801
29928,E01002478
BP6579,E01000904
BP6658,E01004763
BP6657,E01002405
RR129,E01001534
161,E01004736
HC1001,E01002852
BP6630,E01033873
BP469,E01003213
BP468,E01003214
BP466,E01003277
BP899,E01001061
BP893,E01000568
BP892,E01033884
BP889,E01034607
BP883,E01000919
BP880,E01002442
BP864,E01002439
BP862,E01002439
BP861,E01003515
BP860,E01003515
BP858,E01003515
BP854,E01003444
BP847,E01000805
BP843,E01035718
BP835,E01003449
BP834,E01003449
BP831,E01000497
BP822,E01033940
BP344,E01001580
BP342,E01001591
LE122,E01004296
HF020,E01001943
HF010,E01035486
H372,E01002677
BP810,E01000820
BP807,E01000820
BP806,E01000653
BP803,E01000653
BP802,E01000766
BP800,E01000820
BP799,E01000653
BP798,E01000653
BP797,E01000653
BP794,E01000820
BP793,E01000820
BP790,E01001602
BP783,E01004483
BP778,E01004455
BP777,E01004455
SL26,E01034143
SL24,E01001106
SL02,E01001050
SL01,E01001050
R0908,E01004503
R0906,E01002305
R0901,E01002954
R0900,E01002475
R0897,E01003817
R0896,E01002441
R0894,E01003823
R0886,E01003868
R0883,E01004070
R0877,E01001898
R0876,E01001898
9830,E01002710
9823,E01000061
9822,E01000061
9821,E01000061
9819,E01000139
9817,E01001615
9812,E01000993
9807,E01000981
LE161,E01003727
LE154,E01003724
LE153,E01003724
LE152,E01003724
LE147,E01003720
LE140,E01004301
LE139,E01003543
LE136,E01003781
LE135,E01032741
LE133,E01004267
LE131,E01004239
LE130,E01035679
LE124,E01003480
BP511,E01003565
BP509,E01003562
BP506,E01001226
BP501,E01002591
BP499,E01002968
BP497,E01002968
BP496,E01002968
BP491,E01033569
BP486,E01002557
BP484,E01003226
BP483,E01003226
BP480,E01003903
BP479,E01002968
BP475,E01003279
BP474,E01003273
BP470,E01003213
BP776,E01002345
BP774,E01002514
BP771,E01034206
BP464,E01003278
BP463,E01003273
BP462,E01003273
BP460,E01003279
BP456,E01034593
BP454,E01002156
BP452,E01002156
BP449,E01034593
BP448,E01034593
BP443,E01002557
BP442,E01004605
BP434,E01002513
BP433,E01000013
BP425,E01004219
BP423,E01003346
BP2398,E01000612
BP2396,E01000631
BP2394,E01003185
BP2393,E01004031
BP2389,E01003338
BP2387,E01003878
BP1428,E01001156
BP1427,E01001158
BP1423,E01003362
BP1422,E01003364
BP1421,E01003364
BP1420,E01003421
BP1419,E01003467
BP1417,E01001119
BP1416,E01001119
BP1415,E01001119
BP1412,E01001059
BP1411,E01001126
BP1409,E01001119
BP1408,E01001119
BP1406,E01001121
BP332,E01001576
BP3311,E01000444
BP2385,E01003878
BP2383,E01003877
BP2382,E01001492
BP2381,E01000666
BP2379,E01002294
BP2378,E01002139
BP2373,E01001680
BP2372,E01032582
BP2368,E01003603
BP2366,E01003601
BP2361,E01003605
BP2360,E01001050
BP3121,E01002678
BP3114,E01033743
R0868,E01033589
R0865,E01002693
R0861,E01002968
R0859,E01000773
R0842,E01002129
R0841,E01002129
R0840,E01002129
R0839,E01002129
R0838,E01002129
R0798,E01000214
BP339,E01001645
BP2459,E01001666
BP2456,E01034182
BP2447,E01033871
BP2444,E01001065
BP2440,E01002672
BP2439,E01002672
BP2437,E01000389
BP2431,E01001078
BP2430,E01001078
BP2424,E01001246
BP2419,E01034383
LE166,E01003503
BP900,E01033327
BP338,E01001592
BP337,E01001708
BP2418,E01034383
BP2416,E01004031
BP2409,E01034198
BP770,E01003480
BP764,E01001171
BP761,E01002414
BP759,E01003521
BP758,E01003521
BP755,E01035695
BP754,E01035695
BP753,E01002805
BP752,E01001246
BP751,E01001246
BP747,E01034224
BP744,E01003277
BP740,E01003724
BP738,E01003344
BP3341,E01000685
BP334,E01001590
BP3338,E01000686
BP3337,E01000687
BP3113,E01033745
BP3111,E01001318
BP3110,E01000576
BP3109,E01002943
BP310,E01001652
BP309,E01001645
BP3088,E01002094
BP3085,E01003134
BP3084,E01003134
BP3083,E01003134
BP3082,E01003132
BP308,E01001648
BP2173,E01033084
BP217,E01035487
BP2168,E01004761
BP216,E01032790
R0791,E01000193
R0783,E01000830
R0780,E01035694
R0778,E01000745
R0777,E01000745
R0776,E01000806
R0758,E01004303
R0754,E01034229
R0752,E01004217
R0751,E01000222
R0744,E01000141
R0743,E01004675
R0741,E01004031
R0734,E01003112
R0731,E01001829
R0726,E01003427
R0722,E01002102
BP2405,E01002614
BP2404,E01000733
BP2399,E01001016
R0564,E01004621
R0562,E01001617
R0561,E01001684
R0553,E01000737
R0543,E01001087
R0542,E01003987
R0541,E01001099
R0537,E01000362
R0536,E01000433
R0533,E01001642
R0525,E01001178
R0523,E01001170
R0522,E01001057
R0521,E01000462
R0519,E01003074
R0515,E01003946
R0514,E01000790
R0506,E01001143
R0504,E01000750
R0501,E01000768
R0498,E01003764
BP1353,E01034602
BP1348,E01000791
BP1347,E01002400
BP1345,E01002768
BP1344,E01004067
BP1343,E01000721
BP1342,E01000721
BP1338,E01002956
BP1337,E01002956
BP1335,E01000433
BP1334,E01000454
BP1330,E01002549
BP133,E01000031
BP1329,E01003241
BP1327,E01001602
BP1325,E01000409
BP1323,E01033706
BP1321,E01000786
BP236,E01034475
BP2151,E01033741
BP2149,E01001687
BP2143,E01033745
BP2140,E01001031
BP214,E01035718
BP2136,E01003432
BP2134,E01003414
BP2131,E01003415
BP2129,E01034149
BP2128,E01000973
BP2127,E01000972
BP2120,E01004076
BP212,E01002892
BP2119,E01004076
BP2118,E01004076
BP2117,E01004076
R0705,E01002964
R0702,E01002968
R0700,E01002968
R0699,E01002968
R0691,E01002968
R0685,E01002961
R0681,E01002356
R0680,E01002356
R0666,E01001016
R0657,E01000473
R0656,E01032741
R0653,E01003888
R0651,E01003855
R0648,E01002655
R0614,E01000761
R0613,E01000761
R0604,E01000759
R0603,E01000666
BP1403,E01003227
BP1401,E01002559
BP140,E01032739
BP1397,E01003344
BP139,E01000722
BP1388,E01000855
BP138,E01000930
BP1379,E01034483
BP1378,E01002410
BP1377,E01002549
BP1376,E01002410
BP1375,E01001006
BP1374,E01001006
BP1373,E01004081
BP1372,E01004077
BP1367,E01004076
BP1366,E01001006
BP136,E01000745
BP1358,E01033784
BP1357,E01002548
BP2357,E01004281
BP2355,E01004277
BP2352,E01004297
BP2351,E01004297
BP2350,E01004297
BP235,E01003480
BP2347,E01004321
BP2344,E01035668
BP2341,E01004319
BP234,E01003480
BP2339,E01004297
BP2336,E01004281
BP2333,E01034149
BP2331,E01001065
BP2330,E01001065
BP233,E01003266
BP2327,E01001065
BP2326,E01034188
BP2320,E01000511
BP232,E01003264
BP422,E01003346
BP421,E01003346
BP420,E01003346
BP416,E01003347
BP415,E01003347
BP411,E01002204
BP3071,E01004063
BP3070,E01004063
BP307,E01001648
R0591,E01002356
R0579,E01001277
BP734,E01000679
BP724,E01003047
BP721,E01002133
BP720,E01002133
BP712,E01000671
BP711,E01000679
BP706,E01000650
BP705,E01000652
BP3065,E01003952
BP3064,E01003954
BP3062,E01004018
BP306,E01001648
R0413,E01003264
R0410,E01003286
R0409,E01001067
R0408,E01000779
R0405,E01000714
R0404,E01003354
R0401,E01003291
R0394,E01000719
R0381,E01004270
R0363,E01003575
R0362,E01034218
R0361,E01000576
R0351,E01003616
R0338,E01000012
R0337,E01002350
R0328,E01003645
R0326,E01003796
R0325,E01003586
R0324,E01001820
R0316,E01000549
BP1250,E01000791
BP125,E01003891
BP1248,E01000789
BP1247,E01000791
BP1244,E01000709
BP1242,E01000709
BP1241,E01000709
BP1240,E01000709
BP1239,E01000709
BP1236,E01003299
BP1231,E01004255
BP1228,E01000804
BP1227,E01001912
BP1223,E01003328
BP1222,E01003261
BP122,E01002558
BP1218,E01003254
BP1217,E01003254
BP1216,E01003254
BP1215,E01003255
BP3059,E01004063
BP3058,E01004052
BP3056,E01003954
BP3049,E01034188
BP3042,E01000094
BP3041,E01034476
BP3037,E01002145
BP3036,E01002145
R0491,E01002174
R0490,E01002422
R0488,E01000551
R0487,E01001170
R0481,E01000381
R0478,E01004389
R0477,E01003750
R0472,E01004373
R0470,E01004736
R0469,E01000871
R0464,E01003338
R0460,E01034612
R0459,E01034608
R0451,E01002487
R0446,E01003248
R0442,E01004058
R0441,E01034388
R0439,E01000430
R0435,E01004573
R0433,E01001536
R0427,E01001730
R0421,E01003131
R0420,E01003137
BP1320,E01002612
BP1319,E01002612
BP1318,E01000254
BP1317,E01001415
BP1307,E01004244
BP1300,E01001701
BP1296,E01000060
BP1292,E01002637
BP1278,E01004053
BP1270,E01004056
BP127,E01004040
BP1269,E01001135
BP1267,E01003673
BP1266,E01003723
BP1265,E01000250
BP1264,E01000861
BP1253,E01000791
BP1252,E01001125
BP702,E01000661
BP701,E01000661
BP694,E01000651
BP693,E01000651
BP691,E01000648
BP689,E01002508
BP688,E01002508
BP686,E01002911
BP683,E01003389
BP678,E01003696
BP675,E01002852
BP671,E01000714
BP658,E01000332
BP657,E01001103
BP653,E01002008
BP650,E01000665
BP648,E01000333
BP647,E01000333
BP644,E01000913
BP642,E01002401
BP638,E01004255
BP2072,E01000277
BP2069,E01002814
BP2067,E01003779
BP2064,E01001334
BP2061,E01001339
BP2060,E01001339
BP2056,E01003348
BP2055,E01003348
BP2051,E01032562
BP2050,E01000819
BP2048,E01003348
BP2044,E01032565
BP2043,E01032565
BP2042,E01032562
BP2041,E01032562
BP2039,E01000819
BP2035,E01000718
BP2034,E01000710
R0418,E01004601
R0416,E01000766
BP2273,E01034188
BP2260,E01002593
BP2256,E01003427
BP2255,E01002529
BP2254,E01003151
BP3011,E01000698
BP301,E01001647
BP2099,E01002559
BP2098,E01002487
BP2095,E01002486
BP2093,E01002486
BP2089,E01002488
BP2087,E01002488
BP2086,E01003946
BP2084,E01003200
BP2083,E01003137
BP2080,E01000273
BP2079,E01000273
BP2074,E01002072
R0247,E01003857
R0234,E01002444
R0232,E01002663
R0227,E01002559
R0226,E01002692
R0222,E01001348
R0221,E01002565
R0214,E01032573
R0208,E01002541
R0206,E01002540
R0205,E01002540
R0200,E01001861
R0192,E01002540
BP1213,E01003233
BP1212,E01003233
BP1211,E01003276
BP121,E01002604
BP636,E01001576
BP327,E01001576
BP326,E01001579
BP325,E01001579
BP3228,E01001286
BP3227,E01004052
BP3223,E01000323
BP3222,E01002752
BP3220,E01004000
BP3211,E01001454
BP3210,E01004392
BP3209,E01004392
BP3207,E01033792
BP3205,E01002356
BP2317,E01000503
BP2314,E01000502
BP2312,E01000510
BP2310,E01000499
BP4087,E01000296
BP3008,E01000698
BP3005,E01000730
BP3004,E01000731
BP2999,E01000761
BP2998,E01000761
BP2996,E01000917
BP2995,E01003193
BP2994,E01002356
BP2992,E01000363
BP2991,E01003183
R0313,E01032780
R0312,E01003755
R0311,E01004234
R0307,E01002081
R0297,E01003502
R0293,E01003861
R0287,E01002919
R0286,E01004118
R0285,E01003839
R0284,E01003839
R0280,E01004534
R0276,E01003847
R0274,E01003887
R0273,E01003829
R0266,E01033938
R0260,E01033938
R0256,E01001348
R0254,E01034027
R0253,E01034027
R0251,E01003375
BP1209,E01003276
BP1207,E01003274
BP1206,E01003274
BP1204,E01002304
BP1199,E01003260
BP1198,E01001558
BP1196,E01033084
BP1193,E01004301
BP1189,E01001549
BP1187,E01004221
BP1182,E01002663
BP1181,E01002663
BP1179,E01002624
BP1178,E01002621
BP1177,E01002621
BP1175,E01002621
BP1173,E01002628
BP1172,E01002652
BP1163,E01000804
BP116,E01003881
BP1158,E01001112
BP1155,E01001193
BP1154,E01001193
BP1152,E01001187
BP2308,E01001442
BP2305,E01001875
BP2294,E01000722
BP2291,E01000732
BP2290,E01000732
BP2285,E01033084
BP2283,E01034209
BP2282,E01034209
BP2281,E01034209
BP2280,E01034209
BP228,E01000196
BP2278,E01034209
BP2277,E01034188
BP2275,E01034188
BP2274,E01034188
R0175,E01000084
R0160,E01002922
R0157,E01002594
R0153,E01003823
R0152,E01003823
R0150,E01002402
R0147,E01002602
R0138,E01003375
R0132,E01002920
R0130,E01002994
BP1151,E01001187
BP1150,E01000980
BP115,E01003881
BP1149,E01000980
BP1145,E01000976
BP1144,E01000976
BP114,E01002558
BP113,E01001529
BP112,E01004728
BP1119,E01033327
M33,E01000151
M31,E01000235
M3,E01002132
M28,E01000226
M26,E01000487
M24,E01000487
M22,E01000487
BP1042,E01003987
BP1041,E01003987
BP1040,E01003988
BP104,E01002543
BP1036,E01004119
BP1028,E01000706
BP1026,E01000706
BP1019,E01000620
BP1015,E01004319
BP1014,E01004304
BP1012,E01002754
BP1011,E01002009
BP1010,E01033099
BP101,E01002144
BP1008,E01001225
BP1007,E01002142
BP1006,E01001685
BP1001,E01001684
BP095,E01001261
BP082,E01004293
BP598,E01000818
BP597,E01000818
BP595,E01003144
BP592,E01001093
BP585,E01001173
BP584,E01001173
BP583,E01001097
BP581,E01001093
BP580,E01001093
BP579,E01001093
BP577,E01001173
BP576,E01001171
BP574,E01004052
BP569,E01003101
BP1115,E01033327
BP1112,E01033327
BP1100,E01003193
BP2253,E01003257
BP2252,E01003259
BP2251,E01003163
R0127,E01002940
R0124,E01003885
R0123,E01001312
R0111,E01002946
R0103,E01001277
R0097,E01003435
R0652,E01000684
R0403,E01003263
BP333,E01001590
BP311,E01001710
BP1114,E01033327
R0089,E01032739
R0086,E01034394
R0085,E01004763
R0083,E01003334
R0080,E01003955
R0074,E01002266
R0072,E01035721
R0067,E01000096
R0058,E01035708
R0055,E01035652
R0045,E01004348
R0044,E01004342
R0040,E01004383
R0034,E01004397
BP1099,E01003193
BP1097,E01003193
BP1082,E01001214
BP108,E01002506
BP1072,E01004040
BP1066,E01002512
BP1064,E01003951
BP1061,E01003950
BP106,E01003456
BP1056,E01003133
BP1053,E01003166
BP1051,E01003166
BP105,E01002541
BP1049,E01003950
BP1045,E01003133
BP1044,E01003986
BP1043,E01003987
BP634,E01001577
BP631,E01000590
BP630,E01000589
BP628,E01000590
BP623,E01002551
BP618,E01002968
BP614,E01033938
BP613,E01001247
BP612,E01001247
BP611,E01033938
BP606,E01001247
BP604,E01001247
BP602,E01001278
BP601,E01003958
BP600,E01000226
BP599,E01003980
R0031,E01004444
R0022,E01004339
R0016,E01004401
R0003,E01002734
M7,E01000307
M6,E01002151
M5,E01000223
M44,E01000153
M43,E01000152
M42,E01000152
M41,E01000151
M40,E01033915
M4,E01002132
M37,E01033924
M36,E01033918
M34,E01000151
LE226,E01003701
LE225,E01004303
BP018,E01001268
BP017,E01001264
BP014,E01000694
BP013,E01000694
BP012,E01003267
BP011,E01003264
BP010,E01003264
BP003,E01002734
BP002,E01002735
BP001,E01002735
9992,E01002002
9991,E01001999
9990,E01001999
9988,E01001999
9982,E01002026
9981,E01002098
9977,E01001972
9970,E01001973
9964,E01001973
9963,E01001528
9961,E01001528
9960,E01001528
9955,E01001528
BP3171,E01001286
BP3170,E01001286
BP317,E01001674
BP2240,E01000830
BP2239,E01000828
BP2236,E01000828
BP568,E01003108
BP567,E01003110
BP566,E01003107
BP558,E01033581
BP555,E01003561
BP554,E01003561
BP553,E01003562
BP551,E01003565
BP550,E01035679
BP546,E01004207
M15,E01000643
M14,E01000489
M13,E01000489
M12,E01000489
M1,E01002135
LG67,E01003383
LG59,E01004118
LG58,E01004617
LG53,E01004633
LG50,E01003383
LG44,E01004583
LG43,E01004583
LG42,E01004583
LG37,E01004537
LG32,E01004632
LG31,E01004632
LG27,E01004637
LG26,E01004635
LG25,E01004635
LG23,E01004635
LG22,E01004635
BP081,E01032769
BP079,E01003438
BP071,E01000114
BP061,E01001560
BP056,E01000676
BP055,E01034385
BP054,E01034385
BP053,E01034385
BP047,E01001225
BP044,E01001226
BP043,E01000472
BP042,E01034385
BP041,E01034385
BP035,E01002938
BP034,E01002938
BP026,E01001262
BP023,E01001268
BP022,E01001267
BP020,E01001262
BP545,E01035676
BP544,E01004244
BP541,E01004272
BP535,E01035682
BP3200,E01004063
BP3199,E01004046
BP3196,E01003922
BP3195,E01001899
BP3190,E01002695
BP3186,E01000913
BP3185,E01004742
BP3184,E01002391
BP3182,E01001286
BP318,E01001576
BP3177,E01001285
BP3176,E01001206
BP3175,E01001206
BP3174,E01001206
BP3173,E01001206
BP3172,E01001285
LG21,E01004635
LG20,E01004633
LG19,E01004630
LG18,E01004631
LG09,E01004573
LG04,E01004514
R0059,E01035710
BP1091,E01000793
BP319,E01034173
LG03,E01003359
LG02,E01003359
LG01,E01004118
LE259,E01002270
LE258,E01002270
LE250,E01004247
LE249,E01035671
LE248,E01035678
LE246,E01004247
LE245,E01035671
LE244,E01004267
LE243,E01004267
LE239,E01004363
LE237,E01004366
LE235,E01032780
BP2234,E01000828
BP2233,E01000828
BP2232,E01000775
BP2231,E01000775
BP2229,E01000770
BP2227,E01000770
BP222,E01000021
LE224,E01000063
LE223,E01000063
LE220,E01034476
LE215,E01003486
LE195,E01000095
LE181,E01002346
LE180,E01002346
LE179,E01002347
LE178,E01002344
LE177,E01002344
LE175,E01002344
LE174,E01034474
LE173,E01034473
W6,E01001053
BP531,E01004290
BP530,E01004207
BP529,E01035670
BP528,E01004263
BP526,E01004266
BP523,E01003559
BP522,E01003559
BP520,E01003559
35983,E01002078
35981,E01002078
35979,E01002078
35968,E01000908
35966,E01003674
35965,E01003674
35956,E01001786
33954,E01000049
33942,E01001414
33941,E01001540
33940,E01001411
33935,E01000568
33934,E01000963
33933,E01002578
33930,E01004088
33929,E01004088
33924,E01035716
33918,E01003657
33917,E01003812
33913,E01000670
8173,E01003517
8169,E01003507
8168,E01003507
8159,E01003594
W5,E01001053
W48,E01003427
W46,E01003427
W45,E01001044
W43,E01004156
W42,E01034156
W41,E01034156
W34,E01003452
9954,E01001528
9953,E01000160
9952,E01000160
9950,E01000161
995,E01033927
9949,E01000161
994,E01033927
9939,E01000324
9938,E01000324
9937,E01000318
9936,E01000318
9934,E01000323
9931,E01002724
9930,E01002724
9927,E01000250
9923,E01000246
9921,E01000268
9916,E01000271
9913,E01000273
9912,E01000281
9909,E01000281
9908,E01000284
9906,E01000284
BP2218,E01000654
BP2214,E01000659
BP2212,E01000770
BP2204,E01000759
BP2202,E01000742
BP2199,E01000743
BP2198,E01000742
BP2196,E01000742
BP2191,E01000700
BP2190,E01000700
BP2189,E01000700
BP2188,E01000700
BP2185,E01000704
BP2184,E01033784
BP2182,E01002300
BP2181,E01002298
BP2180,E01002296
BP2179,E01002283
BP2178,E01002298
BP2177,E01002299
W30,E01003417
W29,E01003422
W28,E01003422
W27,E01003422
W25,E01004617
W14,E01001121
W13,E01001121
W1,E01003162
T2572,E01002614
T2571,E01002615
T2569,E01002615
T2562,E01002610
T2560,E01002610
T2557,E01002615
T248,E01002560
T247,E01002590
T243,E01002590
T242,E01002590
SL39,E01001097
SL37,E01003120
SL28,E01034148
9899,E01000318
9894,E01000316
9892,E01000316
989,E01004761
9889,E01000184
9888,E01000184
9887,E01000185
9884,E01000178
988,E01004761
9878,E01000208
9874,E01001994
9872,E01002011
9871,E01002011
987,E01003800
9863,E01002006
9861,E01002770
9858,E01002774
9853,E01002810
9850,E01002786
9849,E01035652
9845,E01002762
9842,E01002765
9839,E01002713
9833,E01002714
4388,E01001023
4385,E01001074
4358,E01003670
4350,E01002245
4347,E01002329
35188,E01032579
35187,E01032579
3518,E01000178
33235,E01000439
33234,E01000439
33230,E01000755
