lsoa,tier,total_activity
E01000729,2_below_reliable_threshold,33.23146
E01000730,3_reliable_core,1748.73846
E01000731,2_below_reliable_threshold,58.7574
E01000732,2_below_reliable_threshold,178.2685
E01000733,2_below_reliable_threshold,48.67734
E01000734,2_below_reliable_threshold,21.28364
E01000735,2_below_reliable_threshold,444.08119
E01000736,2_below_reliable_threshold,262.2237
E01000737,2_below_reliable_threshold,226.79163
E01000738,3_reliable_core,527.54795
E01000739,2_below_reliable_threshold,99.22198
E01000741,3_reliable_core,1304.88891
E01000742,2_below_reliable_threshold,108.34173
E01000743,3_reliable_core,2303.92152
E01000744,3_reliable_core,785.5054
E01000745,3_reliable_core,1450.89357
E01000746,1_matched_stop_no_activity,
E01000747,2_below_reliable_threshold,145.45574
E01000748,2_below_reliable_threshold,43.33037
E01000749,2_below_reliable_threshold,83.60264
E01000750,2_below_reliable_threshold,62.08519
E01000751,3_reliable_core,1095.05095
E01000752,2_below_reliable_threshold,324.07825
E01000753,2_below_reliable_threshold,216.08846
E01000754,3_reliable_core,1060.7477
E01000755,2_below_reliable_threshold,353.35369
E01000756,3_reliable_core,1488.45988
E01000757,2_below_reliable_threshold,118.33198
E01000758,2_below_reliable_threshold,15.53837
E01000759,2_below_reliable_threshold,12.614109999999998
E01000760,2_below_reliable_threshold,438.1962
E01000761,2_below_reliable_threshold,178.2369
E01000762,2_below_reliable_threshold,313.13361
E01000763,2_below_reliable_threshold,281.757
E01000764,2_below_reliable_threshold,28.76397
E01000765,3_reliable_core,1279.70493
E01000766,2_below_reliable_threshold,160.95553
E01000767,3_reliable_core,800.41266
E01000768,2_below_reliable_threshold,57.60161
E01000769,2_below_reliable_threshold,313.14213
E01000770,3_reliable_core,452.53245
E01000771,3_reliable_core,608.29138
E01000772,2_below_reliable_threshold,84.68025
E01000773,2_below_reliable_threshold,121.36363
E01000774,2_below_reliable_threshold,445.034
E01000775,3_reliable_core,833.17866
E01000777,2_below_reliable_threshold,390.06303
E01000778,3_reliable_core,480.58583
E01000779,1_matched_stop_no_activity,
E01000780,2_below_reliable_threshold,385.24422
E01000781,3_reliable_core,1309.61889
E01000782,2_below_reliable_threshold,372.32045
E01000783,0_no_recorded_activity,
E01000784,2_below_reliable_threshold,225.16377
E01000785,2_below_reliable_threshold,179.30955
E01000786,2_below_reliable_threshold,42.75125
E01000787,2_below_reliable_threshold,289.29819
E01000788,3_reliable_core,1129.75456
E01000789,2_below_reliable_threshold,233.82674
E01000790,3_reliable_core,8976.26153
E01000791,2_below_reliable_threshold,163.24940999999998
E01000792,2_below_reliable_threshold,343.55851
E01000793,1_matched_stop_no_activity,
E01000794,2_below_reliable_threshold,142.84302
E01000795,2_below_reliable_threshold,138.53852
E01000796,0_no_recorded_activity,
E01000797,2_below_reliable_threshold,328.62986
E01000798,2_below_reliable_threshold,246.64578
E01000799,3_reliable_core,6386.09676
E01000800,3_reliable_core,494.54719
E01000801,3_reliable_core,838.45154
E01000802,3_reliable_core,464.40359
E01000803,2_below_reliable_threshold,87.99731
E01000804,2_below_reliable_threshold,46.92397
E01000805,2_below_reliable_threshold,386.24237
E01000806,3_reliable_core,1624.0098
E01000807,3_reliable_core,1571.14805
E01000808,2_below_reliable_threshold,19.59123
E01000809,2_below_reliable_threshold,178.43556999999998
E01000810,2_below_reliable_threshold,39.52916
E01000811,1_matched_stop_no_activity,
E01000812,0_no_recorded_activity,
E01000813,2_below_reliable_threshold,344.45002
E01000814,0_no_recorded_activity,
E01000815,2_below_reliable_threshold,44.94217
E01000816,2_below_reliable_threshold,120.56272
E01000818,2_below_reliable_threshold,32.38074
E01000819,3_reliable_core,1310.50365
E01000820,2_below_reliable_threshold,212.13513
E01000822,2_below_reliable_threshold,240.90615
E01000823,2_below_reliable_threshold,197.14515
E01000824,3_reliable_core,631.20142
E01000825,2_below_reliable_threshold,44.46008
E01000826,2_below_reliable_threshold,51.18629
E01000827,3_reliable_core,717.69601
E01000828,2_below_reliable_threshold,325.36178
E01000829,2_below_reliable_threshold,27.40681
E01000830,2_below_reliable_threshold,100.32477
E01000831,2_below_reliable_threshold,73.93373
E01000832,2_below_reliable_threshold,378.15909
E01000833,0_no_recorded_activity,
E01000834,2_below_reliable_threshold,130.17794
E01000835,3_reliable_core,1106.28814
E01000836,0_no_recorded_activity,
E01000837,2_below_reliable_threshold,138.40347
E01000838,2_below_reliable_threshold,431.16006
E01000839,0_no_recorded_activity,
E01000840,2_below_reliable_threshold,185.70714
E01000841,2_below_reliable_threshold,44.95689
E01000842,0_no_recorded_activity,
E01000843,2_below_reliable_threshold,117.30014
E01000844,2_below_reliable_threshold,41.33405
E01000845,2_below_reliable_threshold,71.63395
E01000846,2_below_reliable_threshold,447.00579
E01000847,2_below_reliable_threshold,131.71899
E01000848,3_reliable_core,553.0741
E01000849,3_reliable_core,1161.79454
E01000850,3_reliable_core,8303.2156
E01000851,3_reliable_core,667.77987
E01000853,0_no_recorded_activity,
E01000855,3_reliable_core,5920.95164
E01000856,3_reliable_core,7786.41321
E01000857,0_no_recorded_activity,
E01000858,3_reliable_core,1851.70827
E01000859,0_no_recorded_activity,
E01000860,2_below_reliable_threshold,176.63909
E01000861,3_reliable_core,2023.13933
E01000862,2_below_reliable_threshold,314.24667
E01000863,3_reliable_core,15792.15731
E01000866,0_no_recorded_activity,
E01000867,3_reliable_core,2306.6063
E01000868,3_reliable_core,923.47889
E01000869,3_reliable_core,2181.6616
E01000870,0_no_recorded_activity,
E01000871,3_reliable_core,1134.21253
E01000872,3_reliable_core,1181.62592
E01000873,2_below_reliable_threshold,163.28052
E01000874,2_below_reliable_threshold,216.31689
E01000875,3_reliable_core,507.25694
E01000876,3_reliable_core,1526.58853
E01000877,3_reliable_core,1356.66615
E01000878,2_below_reliable_threshold,71.18986
E01000879,2_below_reliable_threshold,161.69567
E01000880,3_reliable_core,472.02007
E01000881,3_reliable_core,578.28914
E01000882,2_below_reliable_threshold,81.06707
E01000883,3_reliable_core,1255.76051
E01000884,2_below_reliable_threshold,286.21423
E01000885,0_no_recorded_activity,
E01000886,2_below_reliable_threshold,398.90077
E01000887,3_reliable_core,1631.9966
E01000888,2_below_reliable_threshold,404.22871
E01000889,0_no_recorded_activity,
E01000890,3_reliable_core,692.14682
E01000891,2_below_reliable_threshold,254.03264
E01000892,0_no_recorded_activity,
E01000893,0_no_recorded_activity,
E01000894,0_no_recorded_activity,
E01000895,3_reliable_core,960.99013
E01000896,3_reliable_core,550.61415
E01000897,2_below_reliable_threshold,244.26643
E01000898,3_reliable_core,2087.34629
E01000899,3_reliable_core,645.62966
E01000900,3_reliable_core,1424.13893
E01000901,2_below_reliable_threshold,169.85278
E01000902,2_below_reliable_threshold,91.79879
E01000903,3_reliable_core,504.03324
E01000904,3_reliable_core,1957.34197
E01000905,2_below_reliable_threshold,71.65044
E01000906,3_reliable_core,1211.39659
E01000907,2_below_reliable_threshold,102.8749
E01000908,2_below_reliable_threshold,130.24945
E01000909,3_reliable_core,1472.69243
E01000910,0_no_recorded_activity,
E01000911,2_below_reliable_threshold,116.09012
E01000912,3_reliable_core,1860.75677
E01000913,3_reliable_core,769.56787
E01000914,3_reliable_core,24032.24844
E01000915,0_no_recorded_activity,
E01000916,3_reliable_core,1402.31309
E01000917,3_reliable_core,1036.79175
E01000918,3_reliable_core,3501.36839
E01000919,3_reliable_core,14273.14709
E01000920,3_reliable_core,2054.74391
E01000921,3_reliable_core,1317.98811
E01000922,3_reliable_core,1345.59842
E01000923,0_no_recorded_activity,
E01000924,3_reliable_core,498.21665
E01000925,2_below_reliable_threshold,175.07426
E01000926,3_reliable_core,839.29206
E01000927,3_reliable_core,2170.50205
E01000928,3_reliable_core,1707.29934
E01000929,3_reliable_core,1198.19019
E01000930,3_reliable_core,1800.20059
E01000931,3_reliable_core,1847.52808
E01000932,3_reliable_core,853.76305
E01000933,3_reliable_core,3490.50761
E01000934,2_below_reliable_threshold,378.5602
E01000935,2_below_reliable_threshold,350.39024
E01000937,0_no_recorded_activity,
E01000938,3_reliable_core,3978.03241
E01000939,0_no_recorded_activity,
E01000941,0_no_recorded_activity,
E01000942,3_reliable_core,4632.90158
E01000943,0_no_recorded_activity,
E01000944,0_no_recorded_activity,
E01000946,3_reliable_core,2055.96569
E01000947,3_reliable_core,6312.8999
E01000948,2_below_reliable_threshold,311.47869
E01000949,0_no_recorded_activity,
E01000951,0_no_recorded_activity,
E01000952,2_below_reliable_threshold,140.02398
E01000954,2_below_reliable_threshold,293.57628
E01000955,2_below_reliable_threshold,205.57115
E01000956,3_reliable_core,4493.73432
E01000957,2_below_reliable_threshold,48.84445
E01000958,2_below_reliable_threshold,160.47009
E01000959,3_reliable_core,2459.15814
E01000960,3_reliable_core,4904.77232
E01000961,0_no_recorded_activity,
E01000962,0_no_recorded_activity,
E01000963,3_reliable_core,3976.34749
E01000964,2_below_reliable_threshold,40.80258
E01000965,2_below_reliable_threshold,66.47618
E01000966,0_no_recorded_activity,
E01000967,0_no_recorded_activity,
E01000968,0_no_recorded_activity,
E01000969,3_reliable_core,2053.14151
E01000970,2_below_reliable_threshold,49.58477
E01000971,0_no_recorded_activity,
E01000972,3_reliable_core,1908.74286
E01000973,3_reliable_core,3776.58157
E01000974,3_reliable_core,1267.91177
E01000975,3_reliable_core,9169.01267
E01000976,3_reliable_core,1676.68005
E01000977,3_reliable_core,731.98901
E01000978,2_below_reliable_threshold,363.47164
E01000979,3_reliable_core,743.9099199999999
E01000980,2_below_reliable_threshold,376.3212
E01000981,2_below_reliable_threshold,333.23452
E01000982,2_below_reliable_threshold,119.23966
E01000983,2_below_reliable_threshold,302.46067
E01000984,2_below_reliable_threshold,431.45472
E01000985,2_below_reliable_threshold,202.89121
E01000986,2_below_reliable_threshold,157.52709
E01000987,0_no_recorded_activity,
E01000989,2_below_reliable_threshold,59.39991
E01000990,2_below_reliable_threshold,57.06419
E01000991,2_below_reliable_threshold,76.4444
E01000992,3_reliable_core,1028.30606
E01000993,2_below_reliable_threshold,390.96439
E01000994,2_below_reliable_threshold,309.29531
E01000995,2_below_reliable_threshold,204.13509
E01000996,0_no_recorded_activity,
E01000997,3_reliable_core,818.97832
E01000998,3_reliable_core,886.72364
E01000999,0_no_recorded_activity,
E01001000,3_reliable_core,953.03458
E01001001,0_no_recorded_activity,
E01001002,0_no_recorded_activity,
E01001003,2_below_reliable_threshold,396.66338
E01001004,3_reliable_core,542.47157
E01001005,3_reliable_core,1310.39128
E01001006,2_below_reliable_threshold,333.27243
E01001007,3_reliable_core,582.1587
E01001008,3_reliable_core,556.66654
E01001009,0_no_recorded_activity,
E01001010,3_reliable_core,1360.05865
E01001011,3_reliable_core,4689.77336
E01001012,0_no_recorded_activity,
E01001013,3_reliable_core,7629.74618
E01001015,3_reliable_core,573.68308
E01001016,2_below_reliable_threshold,322.22241
E01001017,0_no_recorded_activity,
E01001018,3_reliable_core,722.77949
E01001019,2_below_reliable_threshold,163.38962999999998
E01001020,2_below_reliable_threshold,366.0204
E01001021,2_below_reliable_threshold,208.96142
E01001022,2_below_reliable_threshold,112.21223
E01001023,3_reliable_core,2641.56373
E01001024,2_below_reliable_threshold,85.8954
E01001025,2_below_reliable_threshold,112.45762
E01001026,2_below_reliable_threshold,168.1582
E01001027,2_below_reliable_threshold,131.36853
E01001028,2_below_reliable_threshold,88.29432
E01001029,2_below_reliable_threshold,266.58808
E01001030,2_below_reliable_threshold,11.179569999999998
E01001031,2_below_reliable_threshold,69.90678
E01001032,2_below_reliable_threshold,116.65083
E01001033,3_reliable_core,1403.18318
E01001034,3_reliable_core,618.84653
E01001035,3_reliable_core,738.99517
E01001036,2_below_reliable_threshold,345.2109
E01001037,3_reliable_core,1349.27625
E01001038,3_reliable_core,655.95567
E01001039,2_below_reliable_threshold,80.08709
E01001040,3_reliable_core,492.28702
E01001041,3_reliable_core,1477.58004
E01001042,3_reliable_core,1626.99457
E01001044,3_reliable_core,528.5094
E01001046,0_no_recorded_activity,
E01001047,2_below_reliable_threshold,125.93472
E01001049,3_reliable_core,519.83443
E01001050,3_reliable_core,740.02656
E01001051,3_reliable_core,496.82794
E01001052,3_reliable_core,461.59812
E01001053,3_reliable_core,452.37454
E01001054,3_reliable_core,567.07327
E01001055,3_reliable_core,747.18375
E01001056,0_no_recorded_activity,
E01001057,2_below_reliable_threshold,86.26604
E01001058,2_below_reliable_threshold,197.12307
E01001059,2_below_reliable_threshold,194.58594
E01001060,2_below_reliable_threshold,372.10377
E01001061,2_below_reliable_threshold,426.25944
E01001062,3_reliable_core,1264.33002
E01001063,3_reliable_core,662.0597
E01001064,3_reliable_core,981.57009
E01001065,3_reliable_core,3046.04331
E01001066,2_below_reliable_threshold,427.45186
E01001067,2_below_reliable_threshold,61.03745
E01001068,2_below_reliable_threshold,154.61658
E01001069,2_below_reliable_threshold,29.64098
E01001070,2_below_reliable_threshold,338.11976
E01001071,2_below_reliable_threshold,166.5621
E01001072,0_no_recorded_activity,
E01001073,2_below_reliable_threshold,85.4833
E01001074,3_reliable_core,1330.70918
E01001075,3_reliable_core,562.29736
E01001076,3_reliable_core,768.10299
E01001077,2_below_reliable_threshold,138.05204
E01001078,3_reliable_core,455.05077
E01001079,3_reliable_core,695.70165
E01001080,2_below_reliable_threshold,430.77164
E01001081,2_below_reliable_threshold,396.26564
E01001082,2_below_reliable_threshold,214.09675
E01001083,3_reliable_core,801.83203
E01001084,3_reliable_core,1829.25485
E01001085,3_reliable_core,2068.72995
E01001086,0_no_recorded_activity,
E01001087,3_reliable_core,3878.23531
E01001088,0_no_recorded_activity,
E01001089,2_below_reliable_threshold,395.18525
E01001090,2_below_reliable_threshold,424.34936
E01001091,2_below_reliable_threshold,330.94261
E01001092,2_below_reliable_threshold,149.09995
E01001093,3_reliable_core,534.50664
E01001094,2_below_reliable_threshold,407.85396
E01001095,3_reliable_core,1032.05255
E01001096,2_below_reliable_threshold,3.57197
E01001097,3_reliable_core,8754.12849
E01001098,0_no_recorded_activity,
E01001099,2_below_reliable_threshold,229.77165
E01001100,0_no_recorded_activity,
E01001101,2_below_reliable_threshold,13.68138
E01001102,2_below_reliable_threshold,420.64818
E01001103,2_below_reliable_threshold,198.5475
E01001104,2_below_reliable_threshold,202.22302
E01001105,2_below_reliable_threshold,267.24357
E01001106,2_below_reliable_threshold,240.15432
E01001107,2_below_reliable_threshold,40.4098
E01001108,2_below_reliable_threshold,137.51164
E01001109,3_reliable_core,533.82188
E01001110,3_reliable_core,1286.54983
E01001111,3_reliable_core,2021.8373
E01001112,3_reliable_core,718.8193200000001
E01001113,2_below_reliable_threshold,444.13092
E01001114,3_reliable_core,1446.94035
E01001115,2_below_reliable_threshold,187.69206
E01001116,3_reliable_core,1219.37901
E01001118,3_reliable_core,2394.03701
E01001119,2_below_reliable_threshold,215.00494
E01001120,2_below_reliable_threshold,59.66173
E01001121,2_below_reliable_threshold,115.5445
E01001122,2_below_reliable_threshold,380.74849
E01001123,2_below_reliable_threshold,217.3779
E01001124,2_below_reliable_threshold,73.64957
E01001125,3_reliable_core,1912.77058
E01001126,2_below_reliable_threshold,210.79632
E01001127,3_reliable_core,852.35606
E01001128,0_no_recorded_activity,
E01001129,2_below_reliable_threshold,195.77349
E01001130,2_below_reliable_threshold,387.97051
E01001131,0_no_recorded_activity,
E01001132,2_below_reliable_threshold,155.13267
E01001133,2_below_reliable_threshold,234.03745
E01001134,3_reliable_core,996.42853
E01001135,3_reliable_core,1311.60383
E01001136,3_reliable_core,5377.13154
E01001137,3_reliable_core,1027.3021
E01001138,2_below_reliable_threshold,208.71043
E01001139,3_reliable_core,1205.64638
E01001140,2_below_reliable_threshold,414.16382
E01001141,0_no_recorded_activity,
E01001142,3_reliable_core,726.89618
E01001143,3_reliable_core,510.86679
E01001144,2_below_reliable_threshold,43.02635
E01001145,3_reliable_core,1136.50317
E01001146,0_no_recorded_activity,
E01001147,3_reliable_core,1490.01481
E01001148,2_below_reliable_threshold,259.46528
E01001149,2_below_reliable_threshold,270.46584
E01001150,2_below_reliable_threshold,273.81981
E01001151,2_below_reliable_threshold,389.33657
