OA21CD,LSOA21CD,LSOA21NM,MSOA21CD,MSOA21NM,LAD22CD,LAD22NM
E00170300,E01002007,Haringey 035C,E02000431,Haringey 035,E09000014,Haringey
E00170302,E01001973,Haringey 004D,E02000400,Haringey 004,E09000014,Haringey
E00170303,E01001973,Haringey 004D,E02000400,Haringey 004,E09000014,Haringey
E00170304,E01001973,Haringey 004D,E02000400,Haringey 004,E09000014,Haringey
E00170305,E01002066,Haringey 025A,E02000421,Haringey 025,E09000014,Haringey
E00170306,E01001995,Haringey 017D,E02000413,Haringey 017,E09000014,Haringey
E00170309,E01001995,Haringey 017D,E02000413,Haringey 017,E09000014,Haringey
E00170310,E01001995,Haringey 017D,E02000413,Haringey 017,E09000014,Haringey
E00170311,E01001995,Haringey 017D,E02000413,Haringey 017,E09000014,Haringey
E00170312,E01033945,Haringey 020G,E02000416,Haringey 020,E09000014,Haringey
E00170313,E01033945,Haringey 020G,E02000416,Haringey 020,E09000014,Haringey
E00010273,E01002046,Haringey 026C,E02000422,Haringey 026,E09000014,Haringey
E00010274,E01002046,Haringey 026C,E02000422,Haringey 026,E09000014,Haringey
E00010275,E01002046,Haringey 026C,E02000422,Haringey 026,E09000014,Haringey
E00010276,E01002046,Haringey 026C,E02000422,Haringey 026,E09000014,Haringey
E00010277,E01002044,Haringey 027B,E02000423,Haringey 027,E09000014,Haringey
E00010278,E01002044,Haringey 027B,E02000423,Haringey 027,E09000014,Haringey
E00010279,E01002042,Haringey 027A,E02000423,Haringey 027,E09000014,Haringey
E00010280,E01002044,Haringey 027B,E02000423,Haringey 027,E09000014,Haringey
E00010281,E01002044,Haringey 027B,E02000423,Haringey 027,E09000014,Haringey
E00010282,E01002047,Haringey 027C,E02000423,Haringey 027,E09000014,Haringey
E00010283,E01002047,Haringey 027C,E02000423,Haringey 027,E09000014,Haringey
E00010284,E01002047,Haringey 027C,E02000423,Haringey 027,E09000014,Haringey
E00010285,E01002047,Haringey 027C,E02000423,Haringey 027,E09000014,Haringey
E00010286,E01002047,Haringey 027C,E02000423,Haringey 027,E09000014,Haringey
E00010287,E01002048,Haringey 027D,E02000423,Haringey 027,E09000014,Haringey
E00010288,E01002049,Haringey 026D,E02000422,Haringey 026,E09000014,Haringey
E00010289,E01002048,Haringey 027D,E02000423,Haringey 027,E09000014,Haringey
E00170316,E01033946,Haringey 020H,E02000416,Haringey 020,E09000014,Haringey
E00010290,E01002043,Haringey 026A,E02000422,Haringey 026,E09000014,Haringey
E00010291,E01002049,Haringey 026D,E02000422,Haringey 026,E09000014,Haringey
E00010292,E01002043,Haringey 026A,E02000422,Haringey 026,E09000014,Haringey
E00010293,E01002055,Haringey 029D,E02000425,Haringey 029,E09000014,Haringey
E00010294,E01002057,Haringey 032D,E02000428,Haringey 032,E09000014,Haringey
E00010295,E01002054,Haringey 032B,E02000428,Haringey 032,E09000014,Haringey
E00010296,E01002051,Haringey 029B,E02000425,Haringey 029,E09000014,Haringey
E00010297,E01002054,Haringey 032B,E02000428,Haringey 032,E09000014,Haringey
E00010298,E01002053,Haringey 032A,E02000428,Haringey 032,E09000014,Haringey
E00010299,E01002052,Haringey 029C,E02000425,Haringey 029,E09000014,Haringey
E00010300,E01002051,Haringey 029B,E02000425,Haringey 029,E09000014,Haringey
E00010301,E01002050,Haringey 029A,E02000425,Haringey 029,E09000014,Haringey
E00010302,E01002054,Haringey 032B,E02000428,Haringey 032,E09000014,Haringey
E00010303,E01002050,Haringey 029A,E02000425,Haringey 029,E09000014,Haringey
E00010304,E01002051,Haringey 029B,E02000425,Haringey 029,E09000014,Haringey
E00010305,E01002054,Haringey 032B,E02000428,Haringey 032,E09000014,Haringey
E00010306,E01002054,Haringey 032B,E02000428,Haringey 032,E09000014,Haringey
E00010308,E01002056,Haringey 032C,E02000428,Haringey 032,E09000014,Haringey
E00010309,E01002051,Haringey 029B,E02000425,Haringey 029,E09000014,Haringey
E00010310,E01002057,Haringey 032D,E02000428,Haringey 032,E09000014,Haringey
E00010311,E01002057,Haringey 032D,E02000428,Haringey 032,E09000014,Haringey
E00010312,E01002056,Haringey 032C,E02000428,Haringey 032,E09000014,Haringey
E00010313,E01002053,Haringey 032A,E02000428,Haringey 032,E09000014,Haringey
E00010314,E01002056,Haringey 032C,E02000428,Haringey 032,E09000014,Haringey
E00010315,E01002056,Haringey 032C,E02000428,Haringey 032,E09000014,Haringey
E00010316,E01002053,Haringey 032A,E02000428,Haringey 032,E09000014,Haringey
E00010317,E01002055,Haringey 029D,E02000425,Haringey 029,E09000014,Haringey
E00010318,E01002057,Haringey 032D,E02000428,Haringey 032,E09000014,Haringey
E00010319,E01002058,Haringey 031D,E02000427,Haringey 031,E09000014,Haringey
E00010320,E01002052,Haringey 029C,E02000425,Haringey 029,E09000014,Haringey
E00010321,E01002053,Haringey 032A,E02000428,Haringey 032,E09000014,Haringey
E00170317,E01002045,Haringey 026B,E02000422,Haringey 026,E09000014,Haringey
E00170318,E01002045,Haringey 026B,E02000422,Haringey 026,E09000014,Haringey
E00170319,E01002066,Haringey 025A,E02000421,Haringey 025,E09000014,Haringey
E00170320,E01001990,Haringey 034C,E02000430,Haringey 034,E09000014,Haringey
E00170321,E01002007,Haringey 035C,E02000431,Haringey 035,E09000014,Haringey
E00170322,E01033945,Haringey 020G,E02000416,Haringey 020,E09000014,Haringey
E00170323,E01032575,Haringey 037D,E02006794,Haringey 037,E09000014,Haringey
E00170324,E01032575,Haringey 037D,E02006794,Haringey 037,E09000014,Haringey
E00178901,E01001996,Haringey 014C,E02000410,Haringey 014,E09000014,Haringey
E00178902,E01002002,Haringey 031C,E02000427,Haringey 031,E09000014,Haringey
E00178903,E01002086,Haringey 013B,E02000409,Haringey 013,E09000014,Haringey
E00178911,E01033944,Haringey 015F,E02000411,Haringey 015,E09000014,Haringey
E00178912,E01002034,Haringey 037A,E02006794,Haringey 037,E09000014,Haringey
E00178917,E01002070,Haringey 024C,E02000420,Haringey 024,E09000014,Haringey
E00178931,E01002075,Haringey 015A,E02000411,Haringey 015,E09000014,Haringey
E00178932,E01002070,Haringey 024C,E02000420,Haringey 024,E09000014,Haringey
E00178934,E01002055,Haringey 029D,E02000425,Haringey 029,E09000014,Haringey
E00178935,E01002077,Haringey 012B,E02000408,Haringey 012,E09000014,Haringey
E00178940,E01002070,Haringey 024C,E02000420,Haringey 024,E09000014,Haringey
E00178944,E01033946,Haringey 020H,E02000416,Haringey 020,E09000014,Haringey
E00178947,E01002056,Haringey 032C,E02000428,Haringey 032,E09000014,Haringey
E00178948,E01002003,Haringey 023C,E02000419,Haringey 023,E09000014,Haringey
E00178949,E01033944,Haringey 015F,E02000411,Haringey 015,E09000014,Haringey
E00178950,E01002029,Haringey 016B,E02000412,Haringey 016,E09000014,Haringey
E00178951,E01002066,Haringey 025A,E02000421,Haringey 025,E09000014,Haringey
E00178959,E01033943,Haringey 015E,E02000411,Haringey 015,E09000014,Haringey
E00178963,E01002056,Haringey 032C,E02000428,Haringey 032,E09000014,Haringey
E00178964,E01002026,Haringey 016A,E02000412,Haringey 016,E09000014,Haringey
E00178972,E01002077,Haringey 012B,E02000408,Haringey 012,E09000014,Haringey
E00178973,E01033946,Haringey 020H,E02000416,Haringey 020,E09000014,Haringey
E00178975,E01002003,Haringey 023C,E02000419,Haringey 023,E09000014,Haringey
E00178979,E01001984,Haringey 033A,E02000429,Haringey 033,E09000014,Haringey
E00178980,E01002070,Haringey 024C,E02000420,Haringey 024,E09000014,Haringey
E00178981,E01033943,Haringey 015E,E02000411,Haringey 015,E09000014,Haringey
E00178985,E01001984,Haringey 033A,E02000429,Haringey 033,E09000014,Haringey
E00178987,E01002022,Haringey 021B,E02000417,Haringey 021,E09000014,Haringey
E00178990,E01001999,Haringey 023B,E02000419,Haringey 023,E09000014,Haringey
E00178992,E01033944,Haringey 015F,E02000411,Haringey 015,E09000014,Haringey
E00178996,E01002003,Haringey 023C,E02000419,Haringey 023,E09000014,Haringey
E00178998,E01002034,Haringey 037A,E02006794,Haringey 037,E09000014,Haringey
E00178999,E01002003,Haringey 023C,E02000419,Haringey 023,E09000014,Haringey
E00179011,E01002056,Haringey 032C,E02000428,Haringey 032,E09000014,Haringey
E00179013,E01002075,Haringey 015A,E02000411,Haringey 015,E09000014,Haringey
E00179015,E01002034,Haringey 037A,E02006794,Haringey 037,E09000014,Haringey
E00179016,E01033945,Haringey 020G,E02000416,Haringey 020,E09000014,Haringey
E00179017,E01002070,Haringey 024C,E02000420,Haringey 024,E09000014,Haringey
E00179018,E01033944,Haringey 015F,E02000411,Haringey 015,E09000014,Haringey
E00179022,E01002055,Haringey 029D,E02000425,Haringey 029,E09000014,Haringey
E00179023,E01033944,Haringey 015F,E02000411,Haringey 015,E09000014,Haringey
E00179024,E01002066,Haringey 025A,E02000421,Haringey 025,E09000014,Haringey
E00179026,E01033944,Haringey 015F,E02000411,Haringey 015,E09000014,Haringey
E00179027,E01002029,Haringey 016B,E02000412,Haringey 016,E09000014,Haringey
E00179029,E01002022,Haringey 021B,E02000417,Haringey 021,E09000014,Haringey
E00179031,E01002026,Haringey 016A,E02000412,Haringey 016,E09000014,Haringey
E00179033,E01033943,Haringey 015E,E02000411,Haringey 015,E09000014,Haringey
E00179042,E01001999,Haringey 023B,E02000419,Haringey 023,E09000014,Haringey
E00179045,E01033943,Haringey 015E,E02000411,Haringey 015,E09000014,Haringey
E00179052,E01033943,Haringey 015E,E02000411,Haringey 015,E09000014,Haringey
E00179057,E01033943,Haringey 015E,E02000411,Haringey 015,E09000014,Haringey
E00179063,E01033946,Haringey 020H,E02000416,Haringey 020,E09000014,Haringey
E00010569,E01002106,Harrow 008A,E02000440,Harrow 008,E09000015,Harrow
E00010570,E01002111,Harrow 008E,E02000440,Harrow 008,E09000015,Harrow
E00010571,E01002108,Harrow 008B,E02000440,Harrow 008,E09000015,Harrow
E00010572,E01002111,Harrow 008E,E02000440,Harrow 008,E09000015,Harrow
E00010573,E01002106,Harrow 008A,E02000440,Harrow 008,E09000015,Harrow
E00010574,E01002110,Harrow 008D,E02000440,Harrow 008,E09000015,Harrow
E00010575,E01002109,Harrow 008C,E02000440,Harrow 008,E09000015,Harrow
E00010576,E01002106,Harrow 008A,E02000440,Harrow 008,E09000015,Harrow
E00010577,E01002108,Harrow 008B,E02000440,Harrow 008,E09000015,Harrow
E00010578,E01002108,Harrow 008B,E02000440,Harrow 008,E09000015,Harrow
E00010579,E01002111,Harrow 008E,E02000440,Harrow 008,E09000015,Harrow
E00010580,E01002111,Harrow 008E,E02000440,Harrow 008,E09000015,Harrow
E00010581,E01002106,Harrow 008A,E02000440,Harrow 008,E09000015,Harrow
E00010582,E01002111,Harrow 008E,E02000440,Harrow 008,E09000015,Harrow
E00010583,E01002107,Harrow 012A,E02000444,Harrow 012,E09000015,Harrow
E00010584,E01002106,Harrow 008A,E02000440,Harrow 008,E09000015,Harrow
E00010585,E01002107,Harrow 012A,E02000444,Harrow 012,E09000015,Harrow
E00010586,E01002107,Harrow 012A,E02000444,Harrow 012,E09000015,Harrow
E00010587,E01002110,Harrow 008D,E02000440,Harrow 008,E09000015,Harrow
E00010588,E01002107,Harrow 012A,E02000444,Harrow 012,E09000015,Harrow
E00010589,E01002108,Harrow 008B,E02000440,Harrow 008,E09000015,Harrow
E00010590,E01002109,Harrow 008C,E02000440,Harrow 008,E09000015,Harrow
E00010591,E01002109,Harrow 008C,E02000440,Harrow 008,E09000015,Harrow
E00010592,E01002109,Harrow 008C,E02000440,Harrow 008,E09000015,Harrow
E00010593,E01002109,Harrow 008C,E02000440,Harrow 008,E09000015,Harrow
E00010594,E01002110,Harrow 008D,E02000440,Harrow 008,E09000015,Harrow
E00010595,E01002110,Harrow 008D,E02000440,Harrow 008,E09000015,Harrow
E00010596,E01002116,Harrow 002C,E02000434,Harrow 002,E09000015,Harrow
E00010597,E01002115,Harrow 002B,E02000434,Harrow 002,E09000015,Harrow
E00010598,E01002114,Harrow 001B,E02000433,Harrow 001,E09000015,Harrow
E00010599,E01002115,Harrow 002B,E02000434,Harrow 002,E09000015,Harrow
E00010600,E01002114,Harrow 001B,E02000433,Harrow 001,E09000015,Harrow
E00010601,E01002113,Harrow 002A,E02000434,Harrow 002,E09000015,Harrow
E00010602,E01002113,Harrow 002A,E02000434,Harrow 002,E09000015,Harrow
E00010603,E01002114,Harrow 001B,E02000433,Harrow 001,E09000015,Harrow
E00010604,E01002116,Harrow 002C,E02000434,Harrow 002,E09000015,Harrow
E00010605,E01002116,Harrow 002C,E02000434,Harrow 002,E09000015,Harrow
E00010606,E01002115,Harrow 002B,E02000434,Harrow 002,E09000015,Harrow
E00010926,E01002183,Harrow 013C,E02000445,Harrow 013,E09000015,Harrow
E00010819,E01002162,Harrow 015C,E02000447,Harrow 015,E09000015,Harrow
E00010870,E01002166,Harrow 017B,E02000449,Harrow 017,E09000015,Harrow
E00010927,E01002184,Harrow 013D,E02000445,Harrow 013,E09000015,Harrow
E00010662,E01002127,Harrow 023B,E02000455,Harrow 023,E09000015,Harrow
E00010718,E01002133,Harrow 027A,E02000459,Harrow 027,E09000015,Harrow
E00010607,E01002115,Harrow 002B,E02000434,Harrow 002,E09000015,Harrow
E00010768,E01002148,Harrow 006B,E02000438,Harrow 006,E09000015,Harrow
E00010928,E01002184,Harrow 013D,E02000445,Harrow 013,E09000015,Harrow
E00010930,E01002179,Harrow 013A,E02000445,Harrow 013,E09000015,Harrow
E00010931,E01002186,Harrow 009B,E02000441,Harrow 009,E09000015,Harrow
E00010932,E01002190,Harrow 009D,E02000441,Harrow 009,E09000015,Harrow
E00010933,E01002188,Harrow 016A,E02000448,Harrow 016,E09000015,Harrow
E00010934,E01002186,Harrow 009B,E02000441,Harrow 009,E09000015,Harrow
E00010935,E01002186,Harrow 009B,E02000441,Harrow 009,E09000015,Harrow
E00010936,E01002189,Harrow 016B,E02000448,Harrow 016,E09000015,Harrow
E00010937,E01002186,Harrow 009B,E02000441,Harrow 009,E09000015,Harrow
E00010938,E01002186,Harrow 009B,E02000441,Harrow 009,E09000015,Harrow
E00010939,E01002188,Harrow 016A,E02000448,Harrow 016,E09000015,Harrow
E00010940,E01002187,Harrow 009C,E02000441,Harrow 009,E09000015,Harrow
E00010941,E01002189,Harrow 016B,E02000448,Harrow 016,E09000015,Harrow
E00010942,E01002189,Harrow 016B,E02000448,Harrow 016,E09000015,Harrow
E00010943,E01002189,Harrow 016B,E02000448,Harrow 016,E09000015,Harrow
E00010944,E01002189,Harrow 016B,E02000448,Harrow 016,E09000015,Harrow
E00010945,E01002190,Harrow 009D,E02000441,Harrow 009,E09000015,Harrow
E00010946,E01002190,Harrow 009D,E02000441,Harrow 009,E09000015,Harrow
E00010947,E01002190,Harrow 009D,E02000441,Harrow 009,E09000015,Harrow
E00010948,E01002190,Harrow 009D,E02000441,Harrow 009,E09000015,Harrow
E00010949,E01002187,Harrow 009C,E02000441,Harrow 009,E09000015,Harrow
E00010950,E01002187,Harrow 009C,E02000441,Harrow 009,E09000015,Harrow
E00010951,E01002188,Harrow 016A,E02000448,Harrow 016,E09000015,Harrow
E00010952,E01002187,Harrow 009C,E02000441,Harrow 009,E09000015,Harrow
E00010953,E01002187,Harrow 009C,E02000441,Harrow 009,E09000015,Harrow
E00010954,E01002185,Harrow 009A,E02000441,Harrow 009,E09000015,Harrow
E00010955,E01002185,Harrow 009A,E02000441,Harrow 009,E09000015,Harrow
E00010956,E01002186,Harrow 009B,E02000441,Harrow 009,E09000015,Harrow
E00010957,E01002188,Harrow 016A,E02000448,Harrow 016,E09000015,Harrow
E00010958,E01002185,Harrow 009A,E02000441,Harrow 009,E09000015,Harrow
E00010959,E01002188,Harrow 016A,E02000448,Harrow 016,E09000015,Harrow
E00010960,E01002185,Harrow 009A,E02000441,Harrow 009,E09000015,Harrow
E00010961,E01002185,Harrow 009A,E02000441,Harrow 009,E09000015,Harrow
E00010962,E01002187,Harrow 009C,E02000441,Harrow 009,E09000015,Harrow
E00010963,E01002191,Harrow 022A,E02000454,Harrow 022,E09000015,Harrow
E00010964,E01002191,Harrow 022A,E02000454,Harrow 022,E09000015,Harrow
E00010965,E01002191,Harrow 022A,E02000454,Harrow 022,E09000015,Harrow
E00010966,E01002196,Harrow 022D,E02000454,Harrow 022,E09000015,Harrow
E00010967,E01002191,Harrow 022A,E02000454,Harrow 022,E09000015,Harrow
E00010968,E01002191,Harrow 022A,E02000454,Harrow 022,E09000015,Harrow
E00010969,E01002192,Harrow 016C,E02000448,Harrow 016,E09000015,Harrow
E00010970,E01002192,Harrow 016C,E02000448,Harrow 016,E09000015,Harrow
E00010971,E01002192,Harrow 016C,E02000448,Harrow 016,E09000015,Harrow
E00010972,E01002192,Harrow 016C,E02000448,Harrow 016,E09000015,Harrow
E00010973,E01002192,Harrow 016C,E02000448,Harrow 016,E09000015,Harrow
E00010974,E01002193,Harrow 016D,E02000448,Harrow 016,E09000015,Harrow
E00010975,E01002194,Harrow 022B,E02000454,Harrow 022,E09000015,Harrow
E00010976,E01002194,Harrow 022B,E02000454,Harrow 022,E09000015,Harrow
E00010769,E01002152,Harrow 006E,E02000438,Harrow 006,E09000015,Harrow
E00010820,E01002164,Harrow 021D,E02000453,Harrow 021,E09000015,Harrow
E00010821,E01002163,Harrow 015D,E02000447,Harrow 015,E09000015,Harrow
E00010822,E01002164,Harrow 021D,E02000453,Harrow 021,E09000015,Harrow
E00010823,E01002161,Harrow 021C,E02000453,Harrow 021,E09000015,Harrow
E00010824,E01002164,Harrow 021D,E02000453,Harrow 021,E09000015,Harrow
E00010825,E01002163,Harrow 015D,E02000447,Harrow 015,E09000015,Harrow
E00010826,E01002161,Harrow 021C,E02000453,Harrow 021,E09000015,Harrow
E00010827,E01002164,Harrow 021D,E02000453,Harrow 021,E09000015,Harrow
E00010828,E01002159,Harrow 021A,E02000453,Harrow 021,E09000015,Harrow
E00010829,E01002161,Harrow 021C,E02000453,Harrow 021,E09000015,Harrow
E00010830,E01002164,Harrow 021D,E02000453,Harrow 021,E09000015,Harrow
E00010831,E01002159,Harrow 021A,E02000453,Harrow 021,E09000015,Harrow
E00010832,E01002161,Harrow 021C,E02000453,Harrow 021,E09000015,Harrow
E00010833,E01002161,Harrow 021C,E02000453,Harrow 021,E09000015,Harrow
E00010834,E01002159,Harrow 021A,E02000453,Harrow 021,E09000015,Harrow
E00010835,E01002159,Harrow 021A,E02000453,Harrow 021,E09000015,Harrow
E00010836,E01002159,Harrow 021A,E02000453,Harrow 021,E09000015,Harrow
E00010837,E01002160,Harrow 021B,E02000453,Harrow 021,E09000015,Harrow
E00010838,E01002160,Harrow 021B,E02000453,Harrow 021,E09000015,Harrow
E00010839,E01002160,Harrow 021B,E02000453,Harrow 021,E09000015,Harrow
E00010840,E01002160,Harrow 021B,E02000453,Harrow 021,E09000015,Harrow
E00010842,E01002162,Harrow 015C,E02000447,Harrow 015,E09000015,Harrow
E00010843,E01002163,Harrow 015D,E02000447,Harrow 015,E09000015,Harrow
E00010844,E01002162,Harrow 015C,E02000447,Harrow 015,E09000015,Harrow
E00010845,E01002163,Harrow 015D,E02000447,Harrow 015,E09000015,Harrow
E00010846,E01002162,Harrow 015C,E02000447,Harrow 015,E09000015,Harrow
E00010847,E01002162,Harrow 015C,E02000447,Harrow 015,E09000015,Harrow
E00010848,E01002171,Harrow 033B,E02006882,Harrow 033,E09000015,Harrow
E00010849,E01002165,Harrow 017A,E02000449,Harrow 017,E09000015,Harrow
E00010850,E01002171,Harrow 033B,E02006882,Harrow 033,E09000015,Harrow
E00010851,E01002165,Harrow 017A,E02000449,Harrow 017,E09000015,Harrow
E00010852,E01002165,Harrow 017A,E02000449,Harrow 017,E09000015,Harrow
E00010853,E01002166,Harrow 017B,E02000449,Harrow 017,E09000015,Harrow
E00010854,E01002165,Harrow 017A,E02000449,Harrow 017,E09000015,Harrow
E00010855,E01002168,Harrow 017D,E02000449,Harrow 017,E09000015,Harrow
E00010856,E01002168,Harrow 017D,E02000449,Harrow 017,E09000015,Harrow
E00010857,E01002167,Harrow 017C,E02000449,Harrow 017,E09000015,Harrow
E00010858,E01002168,Harrow 017D,E02000449,Harrow 017,E09000015,Harrow
E00010859,E01002166,Harrow 017B,E02000449,Harrow 017,E09000015,Harrow
